row,time,.prec.sim.prec
678,2019-11-10T23:00:00,3.46
679,2019-11-11T23:00:00,3.72
680,2019-11-12T23:00:00,7.15
681,2019-11-13T23:00:00,6.39
682,2019-11-14T23:00:00,11.13
683,2019-11-15T23:00:00,5.88
684,2019-11-16T23:00:00,1.36
685,2019-11-17T23:00:00,4.02
686,2019-11-18T23:00:00,7.44
687,2019-11-19T23:00:00,3.81
688,2019-11-20T23:00:00,3.59
689,2019-11-21T23:00:00,1.77
690,2019-11-22T23:00:00,3.91
691,2019-11-23T23:00:00,5.94
692,2019-11-24T23:00:00,9.08
693,2019-11-25T23:00:00,10.03
694,2019-11-26T23:00:00,6.9
695,2019-11-27T23:00:00,2.75
696,2019-11-28T23:00:00,0.38
697,2019-11-29T23:00:00,1.46
698,2019-11-30T23:00:00,11.03
699,2019-12-01T23:00:00,16.5
700,2019-12-02T23:00:00,9.79
701,2019-12-03T23:00:00,11.99
702,2019-12-04T23:00:00,0.82
703,2019-12-05T23:00:00,1.53
704,2019-12-06T23:00:00,4.58
705,2019-12-07T23:00:00,4.77
706,2019-12-08T23:00:00,3.33
707,2019-12-09T23:00:00,5.55
708,2019-12-10T23:00:00,10.69
709,2019-12-11T23:00:00,1.97
710,2019-12-12T23:00:00,3.99
711,2019-12-13T23:00:00,3.95
712,2019-12-14T23:00:00,3.51
713,2019-12-15T23:00:00,9.52
714,2019-12-16T23:00:00,1.74
715,2019-12-17T23:00:00,0.67
716,2019-12-18T23:00:00,0.52
717,2019-12-19T23:00:00,0.02
718,2019-12-20T23:00:00,5.8
719,2019-12-21T23:00:00,4.37
720,2019-12-22T23:00:00,0.53
721,2019-12-23T23:00:00,5.17
722,2019-12-24T23:00:00,5.38
723,2019-12-25T23:00:00,5.37
724,2019-12-26T23:00:00,1.83
725,2019-12-27T23:00:00,0.6
726,2019-12-28T23:00:00,3.47
727,2019-12-29T23:00:00,1.77
728,2019-12-30T23:00:00,0.14
729,2019-12-31T23:00:00,1.52
730,2020-01-01T23:00:00,0.04
731,2020-01-02T23:00:00,1.21
732,2020-01-03T23:00:00,1.0
