source	id	datetime	species	area_cover[-]	area_fraction[-]	n_tree[ha-1]	vol_tree[m3ha-1]	h_max[m]	h_min[m]	diam_ground[m]	diam_breast[m]	depth[m]	sla[m2kg-1]	lai[-]	crown_diam_ratio[-]	sap_fol_ratio[-]	branch_fraction[-]	DW_stem_wood[kgm-2]	DW_branch_wood[kgm-2]	DW_root_wood[kgm-2]
setup	0	2005-01-11 23:00:00	ANGA	1	0	0	0	1.5	0	0	0	1.5	424	0	1	0	0	0	0	0
setup	0	2005-01-11 23:00:00	ACTO	1	0.254333	49.997	57.0259	20	15.5854	0.805201	0.4	1.5	96.3155	0.0237391	20.1199	35.4241	0.200036	4.04519	1.01153	8.25044
setup	0	2005-01-11 23:00:00	:ALL:	1	1.09433	49.997	57.0259	20	15.5854	0.805201	0.4	1.5	2472.32	17.5749	20.1199	35.4241	0.200036	4.04519	1.01153	8.25044
setup	0	2005-01-12 23:00:00	PERG	1	0.8	0	0	1.95	0	0	0	0.975	552	5.08556	1	0	0	0	0	0
setup	0	2005-01-12 23:00:00	PECL	1	0.04	0	0	1.75	0	0	0	0.77	1400	12.4708	1	0	0	0	0	0
setup	0	2005-01-12 23:00:00	ANGA	1	0	0	0	1.5	0	0	0	1.5	424	0	1	0	0	0	0	0
setup	0	2005-01-12 23:00:00	ACTO	1	0.254332	49.9967	57.0208	20	15.5854	0.805201	0.4	1.5	96.3155	0.0255131	20.1199	35.4241	0.200036	4.04479	1.01143	8.24961
setup	0	2005-01-12 23:00:00	:ALL:	1	1.09433	49.9967	57.0208	20	15.5854	0.805201	0.4	1.5	2472.32	17.5818	20.1199	35.4241	0.200036	4.04479	1.01143	8.24961
setup	0	2005-01-13 23:00:00	PERG	1	0.8	0	0	1.95	0	0	0	0.975	552	5.0671	1	0	0	0	0	0
setup	0	2005-01-13 23:00:00	PECL	1	0.04	0	0	1.75	0	0	0	0.77	1400	12.4939	1	0	0	0	0	0
setup	0	2005-01-13 23:00:00	ANGA	1	0	0	0	1.5	0	0	0	1.5	424	0	1	0	0	0	0	0
setup	0	2005-01-13 23:00:00	ACTO	1	0.254331	49.9964	57.0159	20	15.5854	0.805201	0.4	1.5	96.3155	0.0274057	20.1199	35.4241	0.200036	4.04438	1.01133	8.24879
setup	0	2005-01-13 23:00:00	:ALL:	1	1.09433	49.9964	57.0159	20	15.5854	0.805201	0.4	1.5	2472.32	17.5884	20.1199	35.4241	0.200036	4.04438	1.01133	8.24879
setup	0	2005-01-14 23:00:00	PERG	1	0.8	0	0	1.95	0	0	0	0.975	552	5.04783	1	0	0	0	0	0
setup	0	2005-01-14 23:00:00	PECL	1	0.04	0	0	1.75	0	0	0	0.77	1400	12.5146	1	0	0	0	0	0
setup	0	2005-01-14 23:00:00	ANGA	1	0	0	0	1.5	0	0	0	1.5	424	0	1	0	0	0	0	0
setup	0	2005-01-14 23:00:00	ACTO	1	0.254329	49.9962	57.011	20	15.5854	0.805201	0.4	1.5	96.3155	0.0294235	20.1199	35.4241	0.200036	4.04398	1.01122	8.24797
setup	0	2005-01-14 23:00:00	:ALL:	1	1.09433	49.9962	57.011	20	15.5854	0.805201	0.4	1.5	2472.32	17.5919	20.1199	35.4241	0.200036	4.04398	1.01122	8.24797
setup	0	2005-01-15 23:00:00	PERG	1	0.8	0	0	1.95	0	0	0	0.975	552	5.02772	1	0	0	0	0	0
setup	0	2005-01-15 23:00:00	PECL	1	0.04	0	0	1.75	0	0	0	0.77	1400	12.5453	1	0	0	0	0	0
