source,id,datetime,dC_ch4_emis[kgCha-1],dC_co2_emis_auto[kgCha-1],dC_co2_emis_hetero[kgCha-1],dC_doc_leach[kgCha-1],dN_don_leach[kgNha-1],dN_no3_leach[kgNha-1],dN_nh4_leach[kgNha-1],dN_no_emis[kgNha-1],dN_n2o_emis[kgNha-1],dN_n2_emis[kgNha-1],dN_nh3_emis[kgNha-1],dN_n2_fix[kgNha-1],dC_co2_fix[kgCha-1],dS_so4_leach[kgSha-1],dC_litter_above[kgCha-1],dC_litter_below[kgCha-1],dN_litter_above[kgNha-1],dN_litter_below[kgNha-1],dN_deposition[kgNha-1],dN_plant_uptake[kgNha-1],dN_mineral[kgNha-1],dN_nitrify[kgNha-1],dN_denitrify[kgNha-1],dN_chemodenitrify[kgNha-1],C_plants[kgCha-1],C_soil[kgCha-1],C_soil_20cm[kgCha-1],C_soil_30cm[kgCha-1],C_aorg[kgCha-1],C_litter_raw[kgCha-1],C_litter[kgCha-1],C_mic[kgCha-1],C_sol[kgCha-1],C_wood_above[kgCha-1],C_wood_below[kgCha-1],N_plants[kgNha-1],N_soil[kgNha-1],N_soil_20cm[kgNha-1],N_soil_30cm[kgNha-1],N_aorg[kgNha-1],N_litter_raw[kgNha-1],N_litter[kgNha-1],N_mic[kgNha-1],N_sol[kgNha-1],N_wood_above[kgNha-1],N_wood_below[kgNha-1],anvf_mean[-]
setup,0,2006-01-21 23:00:00,4.26364e-09,20.1478,14.7529,4.74263e-07,0,3.77834e-07,0,0.00142676,0.00553437,0.0284239,1.45988e-06,0,0,0,7.11268,4.16536,0.0702318,0.0361816,0.0136526,0.959733,1.54935,1.0591,0.052198,0.00116812,31493.7,257811,44225.7,63998.4,543.147,167.879,153.953,127.607,10.9987,5161.79,1258.69,562.951,43079.8,3592.39,6047.96,55.7306,4.27254,5.88837,11.5397,7.09498,90.7044,22.3765,0.403324
setup,0,2006-01-22 23:00:00,5.83084e-09,22.7481,14.3834,4.9021e-07,0,2.82335e-07,0,0.0013906,0.00551797,0.0293027,1.44917e-06,0,0,0,7.25078,4.28809,0.0858744,0.0543471,0.0136288,1.12801,1.57039,1.06025,0.0557381,0.00116386,31514,257801,44223.1,63995.6,546.603,171.532,150.877,128.746,11.3554,5167.91,1258.71,563.402,43078.7,3592.24,6047.74,56.0278,4.33231,5.76407,11.6135,7.05653,90.7594,22.3768,0.399739
setup,0,2006-01-23 23:00:00,6.99926e-09,22.6236,14.4266,4.84933e-07,0,2.17868e-07,0,0.00139819,0.00555291,0.0298931,1.42238e-06,0,0,0,7.40925,4.25628,0.074721,0.0363596,0.0136288,1.13776,1.57261,1.06561,0.0528445,0.00118178,31532.4,257792,44220.5,63993,549.759,175.311,147.95,130.191,11.5504,5174.04,1258.72,563.887,43077.6,3592.08,6047.52,56.2902,4.36254,5.64441,11.6914,7.05581,90.8144,22.377,0.395033
setup,0,2006-01-24 23:00:00,7.99252e-09,22.8972,14.3212,4.81858e-07,0,1.69329e-07,0,0.00138614,0.00548692,0.0301572,1.39714e-06,0,0,0,7.58764,4.26743,0.0774236,0.0364518,0.0136325,1.08097,1.55122,1.0519,0.0518898,0.00118418,31552.1,257782,44218.1,63990.6,552.708,179.242,145.167,131.818,11.773,5180.18,1258.74,564.363,43076.6,3591.94,6047.33,56.5724,4.39552,5.52883,11.7789,7.09553,90.8695,22.3773,0.391594
setup,0,2006-01-25 23:00:00,9.08137e-09,22.5207,14.1059,4.75429e-07,0,1.34656e-07,0,0.00136337,0.00540731,0.0301032,1.3857e-06,0,0,0,7.78868,4.24574,0.0804708,0.0365408,0.013627,1.06873,1.53317,1.03579,0.0516647,0.00118431,31570.8,257773,44215.9,63988.3,555.42,183.352,142.522,133.606,12.055,5186.32,1258.76,564.835,43075.5,3591.8,6047.14,56.8506,4.43163,5.41724,11.8803,7.13713,90.9248,22.3777,0.386515
setup,0,2006-01-26 23:00:00,9.94438e-09,22.5867,13.8413,4.72217e-07,0,1.0871e-07,0,0.00134509,0.00532907,0.0302478,1.38013e-06,0,0,0,8.01412,4.24319,0.0839034,0.0366304,0.0136256,1.10829,1.52523,1.02663,0.0533328,0.00119266,31590.3,257763,44213.9,63986.3,557.869,187.67,140.018,135.535,12.4168,5192.47,1258.79,565.315,43074.4,3591.66,6046.94,57.0899,4.47134,5.30978,11.9925,7.16046,90.9801,22.3781,0.380416
setup,0,2006-01-27 23:00:00,1.05703e-08,21.6485,13.6113,4.64414e-07,0,8.86636e-08,0,0.00133047,0.0052742,0.0304854,1.38314e-06,0,0,0,8.26654,4.18526,0.0877578,0.0367209,0.0136256,1.12809,1.51187,1.01592,0.053698,0.00119985,31606,257754,44212.1,63984.5,560.076,192.225,137.648,137.575,12.7245,5198.63,1258.81,565.799,43073.3,3591.52,6046.73,57.2964,4.51514,5.20639,12.1094,7.184,91.0356,22.3786,0.378408
setup,0,2006-01-28 23:00:00,1.09062e-08,19.8818,13.3534,4.52776e-07,0,7.28373e-08,5.57804e-06,0.00132177,0.0052318,0.0306012,1.39354e-06,0,0,0,8.54756,4.08457,0.09207,0.0368111,0.0136256,1.08257,1.48524,1.00043,0.0533508,0.00120926,31614.8,257746,44210.5,63982.9,562.056,197.042,135.395,139.754,13.0209,5204.8,1258.85,566.278,43072.3,3591.4,6046.55,57.5093,4.56338,5.10657,12.2329,7.24017,91.0912,22.3792,0.373776
setup,0,2006-01-29 23:00:00,1.04068e-08,19.4113,13.0926,4.49042e-07,0,6.06605e-08,4.62632e-06,0.00131866,0.00520732,0.0303849,1.4151e-06,0,0,0,8.85917,4.04734,0.100003,0.0385011,0.0136256,0.815097,1.41974,0.975524,0.053458,0.00122465,31622.8,257737,44209.1,63981.5,563.82,202.147,133.247,142.069,13.4477,5210.97,1258.88,566.746,43071.5,3591.33,6046.45,57.8173,4.62123,5.00988,12.3687,7.46281,91.1469,22.3798,0.369755
setup,0,2006-01-30 23:00:00,8.50505e-09,19.3444,12.7086,4.49139e-07,0,6.73988e-08,0,0.00131891,0.00520326,0.0307827,1.45002e-06,0,0,0,9.20506,4.03547,0.14202,0.0549681,0.0136256,0.709435,1.38036,0.963955,0.0612493,0.00126646,31630.2,257729,44207.8,63980.3,565.366,207.573,131.197,144.586,14.0766,5217.15,1258.92,567.081,43070.8,3591.28,6046.38,58.1729,4.7375,4.91617,12.5372,7.70017,91.2027,22.3805,0.365336
