source,id,datetime,irri[mm],prec[mm],throughfall[mm],evapot[mm],potential_transpiration[mm],transp[mm],evacep[mm],evasoil[mm],evasurfacewater[mm],runoff[mm],percol[mm],infiltration[mm],groundwateraccess[mm],groundwaterloss[mm],capillaryrise[mm],snow_height[mm],snow[mmh2oeq],surfacewater[mm],soil_water[mm],root_soil_water[mm],leafwater[mm],soilwater_floor[%],soilwater_5cm[%],soilwater_10cm[%],soilwater_15cm[%],soilwater_20cm[%],soilwater_30cm[%],soilwater_40cm[%],soilwater_50cm[%],soilwater_60cm[%],soilwater_80cm[%],soilwater_100cm[%],soilwater_120cm[%],capillary_pressure_5cm[hPa],capillary_pressure_10cm[hPa],capillary_pressure_15cm[hPa],capillary_pressure_20cm[hPa],capillary_pressure_30cm[hPa],capillary_pressure_50cm[hPa],capillary_pressure_100cm[hPa],groundwaterdepth[m],irrigationreservoir[m],plant_waterdeficit[m]
setup,0,2006-01-24 23:00:00,0,0.02,0.02,3.78663,0,0,0,0.31742,0.02,0,0,0,0,0,0,0,0,0,618.834,0,0,47.2496,44.1654,44.1488,44.1339,44.1299,44.2926,44.7729,44.7729,42.6292,42.6277,42.6258,42.7129,1.96783,1.97977,1.99055,1.99346,4.22052,3.56835,319.57,99,0,0
setup,0,2006-01-25 23:00:00,0,0,0,3.84447,0,0,0,0.319035,0,0,0,0,0,0,0,0,0,0,618.515,0,0,46.7572,44.0594,44.0575,44.0583,44.0626,44.2772,44.7729,44.7729,42.6282,42.6274,42.6264,42.7129,2.0454,2.04685,2.04623,2.04307,4.24373,3.56835,319.402,99,0,0
setup,0,2006-01-26 23:00:00,0,0,0,3.94287,0,0,0,0.322452,0,0,0,0,0,0,0,0,0,0,618.193,0,0,46.4041,43.9445,43.9452,43.9627,43.9842,44.2613,44.7729,44.7729,42.6277,42.6273,42.6268,42.7129,2.13327,2.13266,2.11905,2.10245,4.26762,3.56835,319.312,99,0,0
setup,0,2006-01-27 23:00:00,0,0,0,4.13138,0,0,0,0.332911,0,0,0,0,0,0,0,0,0,0,617.86,0,0,46.1208,43.809,43.8187,43.8637,43.9028,44.2448,44.7729,44.7729,42.6275,42.6273,42.627,42.7129,2.242,2.23406,2.19744,2.16607,4.29276,3.56835,319.264,99,0,0
setup,0,2006-01-28 23:00:00,0,0,0,4.26534,0,0,0,0.338501,0,0,0,0,0,0,0,0,0,0,617.521,0,0,45.8747,43.6614,43.6901,43.7626,43.8196,44.2277,44.7729,44.7729,42.6273,42.6272,42.6271,42.7129,2.36743,2.3425,2.28066,2.23331,4.31881,3.56835,319.239,99,0,0
setup,0,2006-01-29 23:00:00,0,0.43,0.43,4.10596,0,0,0,0.312767,0.171082,0,0,0.258918,0,0,0,0,0,0,617.468,0,0,46.7251,43.5841,43.5843,43.6712,43.7443,44.2126,44.7732,44.7732,42.6274,42.6273,42.6273,42.713,2.43613,2.43602,2.35887,2.29613,4.34211,3.56795,319.19,99,0,0
setup,0,2006-01-30 23:00:00,0,0.09,0.09,3.92743,0,0,0,0.300637,0.09,0,0,0,0,0,0,0,0,0,617.167,0,0,46.3851,43.4807,43.4814,43.5824,43.6708,44.1974,44.7732,44.7732,42.6274,42.6273,42.6273,42.713,2.53154,2.53088,2.43767,2.35924,4.3657,3.56795,319.183,99,0,0
setup,0,2006-01-31 23:00:00,0,0.14,0.14,3.86894,0,0,0,0.288067,0.14,0,0,0,0,0,0,0,0,0,616.879,0,0,46.1132,43.3673,43.3742,43.4971,43.6,44.1826,44.7732,44.7732,42.6273,42.6273,42.6273,42.713,2.64095,2.63415,2.51617,2.42184,4.3887,3.56795,319.179,99,0,0
setup,0,2006-02-01 23:00:00,0,0.11,0.11,3.78584,0,0,0,0.28015,0.11,0,0,0,0,0,0,0,0,0,616.599,0,0,45.895,43.248,43.2695,43.4138,43.5308,44.1681,44.7732,44.7732,42.6273,42.6273,42.6273,42.713,2.76174,2.73954,2.59543,2.4848,4.41146,3.56795,319.177,99,0,0
setup,0,2006-02-02 23:00:00,0,0.02,0.02,3.80309,0,0,0,0.28444,0.02,0,0,0,0,0,0,0,0,0,616.314,0,0,45.6933,43.1261,43.1632,43.3291,43.4602,44.1533,44.7732,44.7732,42.6273,42.6273,42.6273,42.713,2.89157,2.85131,2.679,2.55093,4.43496,3.56795,319.176,99,0,0
setup,0,2006-02-03 23:00:00,0,0.07,0.07,3.87492,0,0,0,0.281594,0.07,0,0,0,0,0,0,0,0,0,616.033,0,0,43.4196,43.3534,43.3151,43.2992,43.3898,44.1383,44.7732,44.7732,42.6273,42.6273,42.6273,42.713,2.65472,2.69305,2.70915,2.61882,4.45869,3.56795,319.175,99,0,0
setup,0,2006-02-04 23:00:00,0,0.11,0.11,3.8587,0,0,0,0.272734,0.11,0,0,0,0,0,0,0,0,0,615.76,0,0,43.22,43.2257,43.2318,43.242,43.321,44.1236,44.7732,44.7732,42.6273,42.6273,42.6273,42.713,2.78495,2.77862,2.76796,2.68709,4.48215,3.56795,319.175,99,0,0
setup,0,2006-02-05 23:00:00,0,0.02,0.02,3.86537,0,0,0,0.275969,0.02,0,0,0,0,0,0,0,0,0,615.484,0,0,43.0796,43.1018,43.124,43.1576,43.251,44.1086,44.7732,44.7732,42.6273,42.6273,42.6273,42.713,2.91817,2.89381,2.85734,2.75855,4.5063,3.56795,319.175,99,0,0
setup,0,2006-02-06 23:00:00,0,0.01,0.01,3.93368,0,0,0,0.277708,0.01,0,0,0,0,0,0,0,0,0,615.206,0,0,42.9397,42.9776,43.0157,43.0724,43.1803,44.0933,44.7732,44.7732,42.6273,42.6273,42.6273,42.713,3.059,3.01504,2.95082,2.83299,4.53103,3.56795,319.175,99,0,0
setup,0,2006-02-07 23:00:00,0,0.02,0.02,3.81358,0,0,0,0.264828,0.02,0,0,0,0,0,0,0,0,0,614.941,0,0,42.8075,42.8595,42.9124,42.991,43.1125,44.0786,44.7732,44.7732,42.6273,42.6273,42.6273,42.713,3.19998,3.1359,3.04343,2.90644,4.55502,3.56795,319.175,99,0,0
setup,0,2006-02-08 23:00:00,0,0.03,0.03,3.92761,0,0,0,0.268393,0.03,0,0,0,0,0,0,0,0,0,614.673,0,0,42.6744,42.7403,42.8079,42.9083,43.0434,44.0635,44.7732,44.7732,42.6273,42.6273,42.6273,42.713,3.34989,3.26388,3.14091,2.98345,4.57976,3.56795,319.174,99,0,0
setup,0,2006-02-09 23:00:00,0,0.26,0.26,4.08581,0,0,0,0.267576,0.170242,0,0,0.0897578,0,0,0,0,0,0,614.495,0,0,42.6768,42.6862,42.7048,42.8264,42.9749,44.0485,44.7733,44.7733,42.6274,42.6274,42.6274,42.7131,3.42058,3.396,3.24087,3.06208,4.60442,3.56784,319.165,99,0,0
setup,0,2006-02-10 23:00:00,0,0.38,0.38,4.17359,0,0,0,0.273162,0.1739,0,0,0.2061,0,0,0,0,0,0,614.428,0,0,42.7195,42.7218,42.7252,42.7441,42.906,44.0335,44.7735,44.7735,42.6274,42.6274,42.6274,42.7131,3.37382,3.36945,3.34495,3.14359,4.62933,3.56758,319.143,99,0,0
setup,0,2006-02-11 23:00:00,0,0.65,0.65,4.1908,0,0,0,0.278445,0.174617,0,0,0.475383,0,0,0,0,0,0,614.625,0,0,42.8917,42.8734,42.8606,42.8503,42.85,44.019,44.7739,44.7739,42.6276,42.6276,42.6276,42.7133,3.18306,3.19863,3.2113,3.21168,4.65357,3.567,319.093,99,0,0
setup,0,2006-02-12 23:00:00,0,0.17,0.17,4.09864,0,0,0,0.268155,0.17,0,0,0,0,0,0,0,0,0,614.357,0,0,42.742,42.7503,42.7598,42.775,42.7862,44.004,44.7739,44.7739,42.6276,42.6276,42.6276,42.7133,3.33701,3.32481,3.30542,3.2912,4.67876,3.567,319.093,99,0,0
setup,0,2006-02-13 23:00:00,0,1.29,1.29,4.04356,0,0,0,0.282735,0.168482,0,0,1.12152,0,0,0,0,0,0,615.196,0,0,47.5132,42.7579,42.7405,42.7299,42.7295,43.9914,44.775,44.775,42.6281,42.6281,42.6281,42.7136,3.32724,3.34963,3.36339,3.36379,4.70011,3.56565,318.976,99,0,0
setup,0,2006-02-14 23:00:00,0,0.63,0.63,3.94274,0,0,0,0.279803,0.164281,0,0,0.465719,0,0,0,0,0,0,615.382,0,0,48.1576,42.837,42.793,42.7584,42.7554,43.978,44.7755,44.7755,42.6283,42.6283,42.6283,42.7138,3.22765,3.2827,3.32666,3.33047,4.7228,3.56507,318.925,99,0,0
setup,0,2006-02-15 23:00:00,0,0.91,0.91,4.0057,0,0,0,0.273515,0.166904,0,0.68098,0.743096,0,0,0,0,0,0,615.17,0,0,43.1895,43.1194,43.058,42.9808,42.9533,44.5196,44.7585,44.7763,42.652,42.6403,42.6317,42.7108,2.89887,2.96698,3.05528,3.08739,3.89653,3.56415,318.055,99,0,0
setup,0,2006-02-16 23:00:00,0,0.7,0.7,4.05634,0,0,0,0.282225,0.169014,0,0,0.530986,0,0,0,0,0,0,615.419,0,0,45.7237,42.9422,42.9411,42.9407,42.9415,44.5036,44.759,44.7768,42.6456,42.6408,42.6355,42.711,3.10045,3.1018,3.10227,3.10131,3.91844,3.56347,317.105,99,0,0
