source,id,datetime,irri[mm],prec[mm],throughfall[mm],evapot[mm],potential_transpiration[mm],transp[mm],evacep[mm],evasoil[mm],evasurfacewater[mm],runoff[mm],percol[mm],infiltration[mm],groundwateraccess[mm],groundwaterloss[mm],capillaryrise[mm],snow_height[mm],snow[mmh2oeq],surfacewater[mm],soil_water[mm],root_soil_water[mm],leafwater[mm],soilwater_floor[%],soilwater_5cm[%],soilwater_10cm[%],soilwater_15cm[%],soilwater_20cm[%],soilwater_30cm[%],soilwater_40cm[%],soilwater_50cm[%],soilwater_60cm[%],soilwater_80cm[%],soilwater_100cm[%],soilwater_120cm[%],capillary_pressure_5cm[hPa],capillary_pressure_10cm[hPa],capillary_pressure_15cm[hPa],capillary_pressure_20cm[hPa],capillary_pressure_30cm[hPa],capillary_pressure_50cm[hPa],capillary_pressure_100cm[hPa],groundwaterdepth[m],irrigationreservoir[m],plant_waterdeficit[m]
setup,0,2023-05-18 23:00:00,0,7.38156,7.38156,0.108156,0,0,0,0.0336346,0.00901299,0,0,7.37254,0,0,0,0,0,0,1066.18,0,0,36.3053,31.2757,31.2156,29.5952,29.545,29.7885,35.6328,35.68,35.6092,33.908,38.3851,37.3041,0.0924878,0.0927635,0.103398,0.103701,0.102238,0.0758546,0.0655031,99,0,0
setup,0,2023-05-19 23:00:00,0,0,0,0.090286,0,0,0,0.030519,0,0,0,0,0,0,0,0,0,0,1066.15,0,0,34.7694,31.0858,31.0169,29.4558,29.5488,29.7457,35.6425,35.5618,35.4632,33.9528,38.6459,37.4345,0.0933601,0.0936785,0.104242,0.103678,0.102494,0.076395,0.0643296,99,0,0
setup,0,2023-05-20 23:00:00,0,0,0,0.0728768,0,0,0,0.0246077,0,0,0,0,0,0,0,0,0,0,1066.12,0,0,33.8957,31.2909,31.2087,29.5998,29.5713,29.7143,35.5775,35.4009,35.2319,33.7869,38.8001,37.5775,0.0924183,0.0927952,0.10337,0.103542,0.102681,0.0771326,0.0636365,99,0,0
setup,0,2023-05-21 23:00:00,0,0,0,0.0559529,0,0,0,0.0188606,0,0,0,0,0,0,0,0,0,0,1066.1,0,0,33.3737,31.3647,31.3027,29.6969,29.6677,29.6625,35.4678,35.2349,35.0406,33.6687,38.8821,37.7052,0.0920812,0.0923644,0.102786,0.102961,0.102993,0.0778962,0.0632682,99,0,0
setup,0,2023-05-22 23:00:00,0,0,0,0.0395502,0,0,0,0.013313,0,0,0,0,0,0,0,0,0,0,1066.09,0,0,33.0351,31.3988,31.3536,29.7531,29.7116,29.6081,35.3462,35.0834,34.8806,33.5783,38.9308,37.8112,0.0919256,0.0921318,0.102449,0.102698,0.10332,0.0785961,0.0630491,99,0,0
setup,0,2023-05-23 23:00:00,0,0,0,0.0237306,0,0,0,0.00797747,0,0,0,0,0,0,0,0,0,0,1066.08,0,0,32.8012,31.4108,31.372,29.7689,29.7162,29.5605,35.2329,34.9492,34.744,33.5047,38.9623,37.8985,0.0918713,0.092048,0.102355,0.10267,0.103607,0.0792188,0.0629075,99,0,0
setup,0,2023-05-24 23:00:00,0,4.28961,4.28961,0.00864002,0,0,0,0.00273801,0.000360001,0,0,4.28925,0,0,0,0,0,0,1070.37,0,0,31.5617,31.2573,31.2185,29.5892,29.4772,29.0802,35.8656,35.7347,35.6621,34.6978,39.1765,37.9809,0.0925722,0.0927502,0.103434,0.104112,0.106553,0.0756055,0.0619453,99,0,0
setup,0,2023-05-25 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070.37,0,0,31.5622,31.1361,31.1119,29.5066,29.4164,29.2041,35.7624,35.6577,35.5437,34.328,39.3994,38.1056,0.0931284,0.0932401,0.103934,0.104482,0.105785,0.0759566,0.0609434,99,0,0
setup,0,2023-05-26 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070.37,0,0,31.5627,31.0545,31.0357,29.4569,29.4005,29.2768,35.6517,35.5108,35.3649,34.1496,39.4709,38.2293,0.093505,0.0935915,0.104236,0.104579,0.105337,0.0766283,0.0606215,99,0,0
setup,0,2023-05-27 23:00:00,0,6.62618,6.62618,0,0,0,0,0,0,0,0,0,0,0,0,33.1309,6.62618,0,1070.37,0,0,31.5632,31.0072,30.9938,29.4321,29.3961,29.3204,35.513,35.3535,35.1962,34.0267,39.4995,38.3284,0.0937235,0.0937851,0.104387,0.104606,0.10507,0.0773501,0.0604929,99,0,0
setup,0,2023-05-28 23:00:00,0,1.21956,1.21956,0,0,0,0,0,0,0,0,0,0,0,0,39.2287,7.84574,0,1070.37,0,0,31.5636,30.9757,30.9672,29.4175,29.3948,29.3475,35.3628,35.199,35.0412,33.9296,39.5107,38.406,0.093869,0.0939086,0.104475,0.104614,0.104904,0.0780617,0.0604427,99,0,0
setup,0,2023-05-29 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.2287,7.84574,0,1070.37,0,0,31.5641,30.9557,30.9503,29.4085,29.3942,29.3645,35.2133,35.0512,34.8979,33.8468,39.5128,38.4677,0.0939616,0.0939866,0.10453,0.104618,0.1048,0.0787454,0.0604331,99,0,0
