source	id	datetime	species	day_emerg	temp_cum	dvs_flush	dvs_mort	dN_don_upt[kgNm-2]	dN_nh4_upt[kgNm-2]	dN_no3_upt[kgNm-2]	dN_nh3_upt[kgNm-2]	dN_nox_upt[kgNm-2]	dN_n2_fix[kgNm-2]	dC_fol_grow[kgCm-2]	dC_fru_grow[kgCm-2]	dC_frt_grow[kgCm-2]	dC_lst_grow[kgCm-2]	dC_fac_grow[kgCm-2]	dC_fol_resp[kgCm-2]	dC_fru_resp[kgCm-2]	dC_frt_resp[kgCm-2]	dC_lst_resp[kgCm-2]	dC_maintenance_resp[kgCm-2]	dC_transport_resp[kgCm-2]	dC_growth_resp[kgCm-2]	dC_co2_upt[kgCm-2]	f_fac	DW_fol[kgDWm-2]	DW_fru[kgDWm-2]	DW_frt[kgDWm-2]	DW_lst[kgDWm-2]	DW_dst[kgDWm-2]	DW_below[kgDWm-2]	DW_above[kgDWm-2]	lai	specific_leaf_area[m2kg-1]	N_ret[kgNm-2]	NC_fol[gNgDW-1]	NC_fru[gNgDW-1]	NC_frt[gNgDW-1]	NC_lst[gNgDW-1]	NC_dst[gNgDW-1]	N_total[kgNm-2]	dDW_fol_sen[kgDWm-2]	dDW_fru_sen[kgDWm-2]	dDW_frt_sen[kgDWm-2]	dDW_lst_sen_below[kgDWm-2]	dDW_dst_sen_above[kgDWm-2]	dC_exsudates[kgCm-2]	N_lit_fol[kgNm-2]	N_lit_fru[kgNm-2]	N_lit_frt[kgNm-2]	N_lit_ldst_below[kgNm-2]	N_lit_ldst_above[kgNm-2]	drought_rel	conduct_rel	vc_act_25[umol_m-2_s-1]	iso_act[nmol_m-2_s-1]	mono_act[nmol_m-2_s-1]	iso_emis[umol_m-2]	mono_emis[umol_m-2]	mono_storage_emis[umol_m-2]	ovoc_emis[umol_m-2]	dN_nh4_throughf[kgN_L-1]	dN_no3_throughf[kgN_L-1]
setup	0	2012-08-19 23:00:00	ANGA	82	3289.69	1	0.989457	0	0	0	0	0	0	0	0	0	0	-0.00168525	8.46177e-06	0.00118463	0.000530069	0	0.00172316	0	0	7.25763e-06	0.348104	0.0012867	0.204092	0.107607	0	0	0.3117	0.0012867	0.0136391	10.6	0	0.0219608	0.0157413	0.0134926	0	0	0.00469284	0.0010125	0	0.000141743	0	0	0	2.17716e-05	0	1.88992e-06	0	0	0.371455	0.0148185	0.501318	0	0	0	0	0	0	6.84604e-07	6.82804e-07
setup	0	2012-08-20 23:00:00	ANGA	82	3308.3	1	0.9953	0	0	0	0	0	0	0	0	0	0	-0.00172094	4.64046e-06	0.00116015	0.000523951	0	0.00168875	0	0	2.22187e-06	0.340981	0.00055783	0.201599	0.106152	0	0	0.307751	0.00055783	0.005913	10.6	0	0.0225797	0.015936	0.0136597	0	0	0.00467529	0.000713151	0	0.000139889	0	0	0	1.56614e-05	0	1.88747e-06	0	0	0.363818	0.00859929	0.224121	0	0	0	0	0	0	6.81569e-07	6.81412e-07
setup	0	2012-08-21 23:00:00	ANGA	82	3327.45	1	0.998823	0	0	0	0	0	0	0	0	0	0	-0.00168828	2.10574e-06	0.00117804	0.000527092	0	0.00170724	0	0	4.63374e-07	0.333472	0.000132916	0.199145	0.104723	0	0	0.303868	0.000132916	0.00140891	10.6	0	0.0237329	0.0161323	0.0138282	0	0	0.00466396	0.000418126	0	0.000137998	0	0	0	9.44119e-06	0	1.88501e-06	0	0	0.349598	0.00418136	0.0562283	0	0	0	0	0	0	6.81322e-07	6.81299e-07
setup	0	2012-08-22 23:00:00	ANGA	82	3346.56	1	1	0	0	0	0	0	0	0	0	0	0	-0.00170721	5.14216e-07	0.00116999	0.000524552	0	0.00169505	0	0	2.93265e-08	0.325338	0	0.19666	0.10328	0	0	0.29994	0	0	0	0	0	0.0163362	0.0140032	0	0	0.00465892	0.000132916	0	0.00013614	0	0	0	3.15448e-06	0	1.88256e-06	0	0	0.336095	0	0	0	0	0	0	0	0	6.81279e-07	6.81279e-07
setup	0	2012-08-23 23:00:00	ANGA	-1	19.7863	0	1	0	0	0	0	0	0	0	0	0	0	-0.00169505	0	0.00119152	0.000529471	0	0.00172099	0	0	0	0.316902	0	0.19419	0.101848	0	0	0.296039	0	0	0	0	0	0.016544	0.0141815	0	0	0.00465704	0	0	0.000134264	0	0	0	0	0	1.88011e-06	0	0	0.332649	0	0	0	0	0	0	0	0	6.81421e-07	6.81344e-07
setup	0	2012-08-24 23:00:00	ANGA	-1	20.3592	0	1	0	0	0	0	0	0	0	0	0	0	-0.00172099	0	0.00120638	0.000535281	0	0.00174167	0	0	0	0.308101	0	0.191682	0.1004	0	0	0.292082	0	0	0	0	0	0.0167605	0.0143673	0	0	0.00465517	0	0	0.000132403	0	0	0	0	0	1.87767e-06	0	0	0.335696	0	0	0	0	0	0	0	0	6.8161e-07	6.81431e-07
setup	0	2012-08-25 23:00:00	ANGA	-1	38.7676	0	1	0	0	0	0	0	0	0	0	0	0	-0.00174167	0	0.00111486	0.000509958	0	0.00162481	0	0	0	0.298945	0	0.189142	0.0989393	0	0	0.288081	0	0	0	0	0	0.0169856	0.0145605	0	0	0.00465329	0	0	0.00013052	0	0	0	0	0	1.87523e-06	0	0	0.349023	0	0	0	0	0	0	0	0	6.82054e-07	6.81634e-07
setup	0	2012-08-26 23:00:00	ANGA	-1	58.1126	0	1	0	0	0	0	0	0	0	0	0	0	-0.00162481	0	0.00114678	0.000510394	0	0.00165717	0	0	0	0.290178	0	0.186771	0.0975706	0	0	0.284342	0	0	0	0	0	0.0172012	0.0147456	0	0	0.00465142	0	0	0.000128621	0	0	0	0	0	1.87279e-06	0	0	0.394911	0	0	0	0	0	0	0	0	6.85474e-07	6.83202e-07
setup	0	2012-08-27 23:00:00	ANGA	-1	77.2228	0	1	0	0	0	0	0	0	0	0	0	0	-0.00165717	0	0.00112745	0.000504646	0	0.00163209	0	0	0	0.280991	0	0.184352	0.0961801	0	0	0.280532	0	0	0	0	0	0.0174269	0.0149393	0	0	0.00464955	0	0	0.000126842	0	0	0	0	0	1.87036e-06	0	0	0.434734	0	0	0	0	0	0	0	0	6.85364e-07	6.83152e-07
setup	0	2012-08-28 23:00:00	ANGA	-1	96.7386	0	1	0	0	0	0	0	0	0	0	0	0	-0.00163209	0	0.0011341	0.000503377	0	0.00163748	0	0	0	0.271696	0	0.181969	0.0948116	0	0	0.27678	0	0	0	0	0	0.0176551	0.0151353	0	0	0.00464768	0	0	0.000125034	0	0	0	0	0	1.86793e-06	0	0	0.436291	0	0	0	0	0	0	0	0	6.81962e-07	6.81592e-07
setup	0	2012-08-29 23:00:00	ANGA	-1	116.491	0	1	0	0	0	0	0	0	0	0	0	0	-0.00163748	0	0.00113258	0.000501587	0	0.00163417	0	0	0	0.262112	0	0.179577	0.0934419	0	0	0.273018	0	0	0	0	0	0.0178903	0.0153372	0	0	0.00464581	0	0	0.000123255	0	0	0	0	0	1.8655e-06	0	0	0.42022	0	0	0	0	0	0	0	0	6.81308e-07	6.81292e-07
setup	0	2012-08-30 23:00:00	ANGA	-1	136.048	0	1	0	0	0	0	0	0	0	0	0	0	-0.00163417	0	0.00111289	0.000494854	0	0.00160774	0	0	0	0.252278	0	0.177188	0.0920775	0	0	0.269265	0	0	0	0	0	0.0181315	0.0155442	0	0	0.00464395	0	0	0.000121474	0	0	0	0	0	1.86307e-06	0	0	0.414821	0	0	0	0	0	0	0	0	6.81457e-07	6.81361e-07
setup	0	2012-08-31 23:00:00	ANGA	-1	156.142	0	1	0	0	0	0	0	0	0	0	0	0	-0.00160774	0	0.00112072	0.000494299	0	0.00161501	0	0	0	0.242333	0	0.174837	0.0907361	0	0	0.265573	0	0	0	0	0	0.0183753	0.0157535	0	0	0.00464209	0	0	0.000119701	0	0	0	0	0	1.86065e-06	0	0	0.401287	0	0	0	0	0	0	0	0	6.81286e-07	6.81282e-07
setup	0	2012-09-01 23:00:00	ANGA	-1	176.473	0	1	0	0	0	0	0	0	0	0	0	0	-0.00161501	0	0.00111539	0.000491658	0	0.00160704	0	0	0	0.232058	0	0.172474	0.0893919	0	0	0.261866	0	0	0	0	0	0.018627	0.0159696	0	0	0.00464023	0	0	0.000117957	0	0	0	0	0	1.85823e-06	0	0	0.392365	0	0	0	0	0	0	0	0	6.81329e-07	6.81302e-07
setup	0	2012-09-02 23:00:00	ANGA	-1	197.112	0	1	0	0	0	0	0	0	0	0	0	0	-0.00160704	0	0.00111086	0.000489035	0	0.0015999	0	0	0	0.22154	0	0.170122	0.0880566	0	0	0.258179	0	0	0	0	0	0.0188846	0.0161907	0	0	0.00463838	0	0	0.000116209	0	0	0	0	0	1.85582e-06	0	0	0.401088	0	0	0	0	0	0	0	0	6.81904e-07	6.81566e-07
setup	0	2012-09-03 23:00:00	ANGA	-1	217.823	0	1	0	0	0	0	0	0	0	0	0	0	-0.0015999	0	0.00109639	0.000482857	0	0.00157924	0	0	0	0.210765	0	0.167779	0.0867295	0	0	0.254509	0	0	0	0	0	0.0191483	0.016417	0	0	0.00463652	0	0	0.000114474	0	0	0	0	0	1.8534e-06	0	0	0.388803	0	0	0	0	0	0	0	0	6.81284e-07	6.81281e-07
setup	0	2012-09-04 23:00:00	ANGA	-1	238.258	0	1	0	0	0	0	0	0	0	0	0	0	-0.00157924	0	0.0010686	0.000471816	0	0.00154041	0	0	0	0.19982	0	0.165466	0.0854209	0	0	0.250887	0	0	0	0	0	0.019416	0.0166469	0	0	0.00463467	0	0	0.000112748	0	0	0	0	0	1.85099e-06	0	0	0.378149	0	0	0	0	0	0	0	0	6.8128e-07	6.8128e-07
setup	0	2012-09-05 23:00:00	ANGA	-1	257.907	0	1	0	0	0	0	0	0	0	0	0	0	-0.00154041	0	0.00102118	0.000454508	0	0.00147569	0	0	0	0.188836	0	0.163208	0.0841443	0	0	0.247352	0	0	0	0	0	0.0196846	0.0168775	0	0	0.00463282	0	0	0.000111047	0	0	0	0	0	1.84859e-06	0	0	0.372057	0	0	0	0	0	0	0	0	6.81329e-07	6.81302e-07
setup	0	2012-09-06 23:00:00	ANGA	-1	278.362	0	1	0	0	0	0	0	0	0	0	0	0	-0.00147569	0	0.00102789	0.000449725	0	0.00147761	0	0	0	0.178017	0	0.161044	0.0829194	0	0	0.243964	0	0	0	0	0	0.019949	0.0171045	0	0	0.00463098	0	0	0.000109388	0	0	0	0	0	1.84618e-06	0	0	0.373226	0	0	0	0	0	0	0	0	6.81497e-07	6.81379e-07
setup	0	2012-09-07 23:00:00	ANGA	-1	298.704	0	1	0	0	0	0	0	0	0	0	0	0	-0.00147761	0	0.0010015	0.000439801	0	0.0014413	0	0	0	0.166878	0	0.158877	0.0816955	0	0	0.240572	0	0	0	0	0	0.0202212	0.0173382	0	0	0.00462913	0	0	0.000107795	0	0	0	0	0	1.84378e-06	0	0	0.367009	0	0	0	0	0	0	0	0	6.81334e-07	6.81304e-07
setup	0	2012-09-08 23:00:00	ANGA	-1	318.537	0	1	0	0	0	0	0	0	0	0	0	0	-0.0014413	0	0.000959831	0.000423543	0	0.00138337	0	0	0	0.155706	0	0.156762	0.0805017	0	0	0.237263	0	0	0	0	0	0.0204941	0.0175724	0	0	0.00462729	0	0	0.000106204	0	0	0	0	0	1.84139e-06	0	0	0.360078	0	0	0	0	0	0	0	0	6.81311e-07	6.81294e-07
setup	0	2012-09-09 23:00:00	ANGA	-1	337.283	0	1	0	0	0	0	0	0	0	0	0	0	-0.00138337	0	0.000896086	0.000399457	0	0.00129554	0	0	0	0.144688	0	0.154731	0.079354	0	0	0.234085	0	0	0	0	0	0.0207631	0.0178034	0	0	0.00462545	0	0	0.000104652	0	0	0	0	0	1.83899e-06	0	0	0.358482	0	0	0	0	0	0	0	0	6.81378e-07	6.81324e-07
setup	0	2012-09-10 23:00:00	ANGA	-1	357.471	0	1	0	0	0	0	0	0	0	0	0	0	-0.00129554	0	0.000915197	0.000396575	0	0.00131177	0	0	0	0.134097	0	0.152828	0.0782748	0	0	0.231102	0	0	0	0	0	0.0210216	0.0180254	0	0	0.00462362	0	0	0.00010316	0	0	0	0	0	1.8366e-06	0	0	0.352923	0	0	0	0	0	0	0	0	6.81325e-07	6.813e-07
setup	0	2012-09-11 23:00:00	ANGA	-1	378.381	0	1	0	0	0	0	0	0	0	0	0	0	-0.00131177	0	0.0009052	0.000391712	0	0.00129691	0	0	0	0.12309	0	0.1509	0.0771858	0	0	0.228086	0	0	0	0	0	0.0212902	0.018256	0	0	0.00462178	0	0	0.000101757	0	0	0	0	0	1.83422e-06	0	0	0.350862	0	0	0	0	0	0	0	0	6.81389e-07	6.8133e-07
setup	0	2012-09-12 23:00:00	ANGA	256	398.645	0.00246906	1	0	0	0	0	0	0	0	0	0	0	-0.00129691	0	0.000852374	0.000373318	0	0.00122569	0	0	0	0.111918	0.000479467	0.148514	0.0761101	0	0	0.224624	0.000479467	0.00508235	10.6	0	0.0212902	0.0215635	0.0184899	0	0	0.00461995	0	0	0.000100341	0	0	0	0	0	1.83183e-06	0	0	0.36316	0	0	0	0	0	0	0	0	6.81918e-07	6.81572e-07
setup	0	2012-09-13 23:00:00	ANGA	256	419.048	0.00311732	0	0	0	0	0	0	0	0	0	0	0	-0.00122569	1.20234e-06	0.000814875	0.000356194	0	0.00117227	0	0	0	0.101085	0.000599553	0.146591	0.0750902	0	0	0.221681	0.000599553	0.00635526	10.6	0	0.0215536	0.0218278	0.0187167	0	0	0.00461812	0	0	9.89432e-05	0	0	0	0	0	1.82945e-06	0	0	0.353617	0	0.000232253	0	0	0	0	0	0	6.81297e-07	6.81287e-07
setup	0	2012-09-14 23:00:00	ANGA	256	439.713	0.00391767	0	0	0	0	0	0	0	0	0	0	0	-0.00117227	1.45174e-06	0.000779275	0.000339689	0	0.00112042	0	0	6.23369e-10	0.0904657	0.000747947	0.144717	0.0741126	0	0	0.21883	0.000747947	0.00792824	10.6	0	0.0218131	0.022087	0.0189389	0	0	0.00461629	0	0	9.76173e-05	0	0	0	0	0	1.82707e-06	0	0	0.345922	4.83095e-06	0.000366821	0	0	0	0	0	0	6.81305e-07	6.81291e-07
setup	0	2012-09-15 23:00:00	ANGA	256	459.713	0.00490083	0	0	0	0	0	0	0	0	0	0	0	-0.00112041	1.67075e-06	0.000717606	0.000315434	0	0.00103471	0	0	1.15254e-09	0.0800697	0.000930385	0.142885	0.0731759	0	0	0.216061	0.000930385	0.00986208	10.6	0	0.0220681	0.0223406	0.0191564	0	0	0.00461447	0	0	9.63464e-05	0	0	0	0	0	1.8247e-06	0	0	0.338113	6.9706e-06	0.000574033	0	0	0	0	0	0	6.81283e-07	6.81281e-07
setup	0	2012-09-16 23:00:00	ANGA	256	479.904	0.00610247	0	0	0	0	0	0	0	0	0	0	0	-0.00103471	1.91718e-06	0.00067303	0.00029382	0	0.000968767	0	0	2.54955e-09	0.0702484	0.00115387	0.141138	0.0723053	0	0	0.213443	0.00115387	0.0122311	10.6	0	0.0223118	0.0225803	0.0193619	0	0	0.00461265	0	0	9.51286e-05	0	0	0	0	0	1.82232e-06	0	0	0.330496	9.61316e-06	0.00089004	0	0	0	0	0	0	6.81279e-07	6.81279e-07
setup	0	2012-09-17 23:00:00	ANGA	256	500.294	0.00756375	0	0	0	0	0	0	0	0	0	0	0	-0.000968763	2.30526e-06	0.000625466	0.000272917	0	0.000900688	0	0	4.59985e-09	0.0608537	0.00142606	0.139438	0.071486	0	0	0.210924	0.00142606	0.0151163	10.6	0	0.0225463	0.0228096	0.0195583	0	0	0.00461083	0	0	9.39969e-05	0	0	0	0	0	1.81995e-06	0	0	0.323206	1.63889e-05	0.00136733	0	0	0	0	0	0	6.81287e-07	6.81283e-07
setup	0	2012-09-18 23:00:00	ANGA	256	520.905	0.00933176	0	0	0	0	0	0	0	0	0	0	0	-0.000900679	2.63732e-06	0.000574256	0.000250447	0	0.000827341	0	0	9.16115e-09	0.0519405	0.00175595	0.137781	0.0707193	0	0	0.2085	0.00175595	0.0186131	10.6	0	0.0227704	0.0230272	0.0197447	0	0	0.00460901	0	0	9.29318e-05	0	0	0	0	0	1.81759e-06	0	0	0.326824	2.53896e-05	0.00208125	0	0	0	0	0	0	6.81489e-07	6.81375e-07
setup	0	2012-09-19 23:00:00	ANGA	256	541.699	0.01146	0	0	0	0	0	0	0	0	0	0	0	-0.000827323	2.97942e-06	0.000518547	0.000226406	0	0.000747933	0	0	1.74221e-08	0.0435966	0.00215388	0.136163	0.070009	0	0	0.206172	0.00215388	0.0228312	10.6	0	0.022982	0.0232309	0.0199191	0	0	0.00460719	0	0	9.1935e-05	0	0	0	0	0	1.81523e-06	0	0	0.324209	4.0309e-05	0.00313883	0	0	0	0	0	0	6.81362e-07	6.81317e-07
setup	0	2012-09-20 23:00:00	ANGA	256	562.464	0.0140088	0	0	0	0	0	0	0	0	0	0	0	-0.0007479	3.25208e-06	0.000456908	0.00020021	0	0.00066037	0	0	3.23207e-08	0.035921	0.00263165	0.134581	0.0693594	0	0	0.203941	0.00263165	0.0278955	10.6	0	0.0231788	0.0234184	0.0200795	0	0	0.00460538	0	0	9.10116e-05	0	0	0	0	0	1.81287e-06	0	0	0.319413	6.03126e-05	0.0046903	0	0	0	0	0	0	6.81325e-07	6.813e-07
setup	0	2012-09-21 23:00:00	ANGA	256	583.144	0.0170456	0	0	0	0	0	0	0	0	0	0	0	-0.000660311	3.44322e-06	0.000393614	0.000173062	0	0.000570119	0	0	5.94804e-08	0.0290366	0.00320268	0.133036	0.0687766	0	0	0.201812	0.00320268	0.0339484	10.6	0	0.0233582	0.0235867	0.0202233	0	0	0.00460357	0	0	9.01672e-05	0	0	0	0	0	1.81051e-06	0	0	0.312231	8.6594e-05	0.00694421	0	0	0	0	0	0	6.81289e-07	6.81283e-07
setup	0	2012-09-22 23:00:00	ANGA	256	603.356	0.0206452	0	0	0	0	0	0	0	0	0	0	0	-0.000570015	3.48262e-06	0.000327342	0.000144999	0	0.000475824	0	0	1.03823e-07	0.0230102	0.0038819	0.131515	0.0682622	0	0	0.199777	0.0038819	0.0411481	10.6	0	0.0235185	0.0237341	0.0203492	0	0	0.00460176	0	0	8.94095e-05	0	0	0	0	0	1.80816e-06	0	0	0.305306	0.000116519	0.0101868	0	0	0	0	0	0	6.81281e-07	6.8128e-07
setup	0	2012-09-23 23:00:00	ANGA	256	624.592	0.0248897	0	0	0	0	0	0	0	0	0	0	0	-0.000475597	3.59443e-06	0.000278302	0.000122082	0	0.000403978	0	0	2.26176e-07	0.0179216	0.004686	0.130008	0.0678192	0	0	0.197827	0.004686	0.0496716	10.6	0	0.0236575	0.0238587	0.0204555	0	0	0.00459996	0	0	8.87409e-05	0	0	0	0	0	1.80581e-06	0	0	0.298145	0.000176354	0.014806	0	0	0	0	0	0	6.8128e-07	6.81279e-07
setup	0	2012-09-24 23:00:00	ANGA	256	646.564	0.0298687	0	0	0	0	0	0	0	0	0	0	0	-0.000403572	3.70242e-06	0.000228403	0.000100684	0	0.000332789	0	0	4.0507e-07	0.013559	0.00563213	0.128465	0.0674307	0	0	0.195896	0.00563213	0.0597005	10.6	0	0.0237792	0.0239656	0.0205466	0	0	0.00459815	0	0	8.8165e-05	0	0	0	0	0	1.80346e-06	0	0	0.298755	0.000271176	0.0213222	0	0	0	0	0	0	6.81415e-07	6.81341e-07
setup	0	2012-09-25 23:00:00	ANGA	256	668.693	0.0356787	0	0	0	0	0	0	0	0	0	0	0	-0.000332136	3.59937e-06	0.000178216	7.94311e-05	0	0.000261246	0	0	6.51954e-07	0.00993733	0.00673973	0.126867	0.0670961	0	0	0.193963	0.00673973	0.0714411	10.6	0	0.0238832	0.0240545	0.0206222	0	0	0.00459635	0	0	8.76599e-05	0	0	0	0	0	1.80111e-06	0	0	0.337895	0.000433853	0.0304239	0	0	0	0	0	0	6.84041e-07	6.82545e-07
setup	0	2012-09-26 23:00:00	ANGA	256	689.684	0.0424224	0	0	0	0	0	0	0	0	0	0	0	-0.00026023	3.09316e-06	0.000129238	5.87521e-05	0	0.000191083	0	0	1.01467e-06	0.00707948	0.00802988	0.125192	0.0668156	0	0	0.192007	0.00802988	0.0851167	10.6	0	0.0239689	0.0241247	0.0206819	0	0	0.00459455	0	0	8.72249e-05	0	0	0	0	0	1.79877e-06	0	0	0.326951	0.000605021	0.0430118	0	0	0	0	0	0	6.81297e-07	6.81287e-07
setup	0	2012-09-27 23:00:00	ANGA	256	710.477	0.0502084	0	0	0	0	0	0	0	0	0	0	0	-0.000189484	2.70894e-06	9.27568e-05	4.24193e-05	0	0.000137885	0	0	1.59592e-06	0.00498716	0.00952495	0.123416	0.0665881	0	0	0.190004	0.00952495	0.100964	10.6	0	0.0240362	0.0241763	0.0207256	0	0	0.00459276	0	0	8.68602e-05	0	0	0	0	0	1.79643e-06	0	0	0.321152	0.000830186	0.0602492	0	0	0	0	0	0	6.81338e-07	6.81306e-07
setup	0	2012-09-28 23:00:00	ANGA	256	731.64	0.0591498	0	0	0	0	0	0	0	0	0	0	0	-0.000135059	2.33235e-06	6.64418e-05	3.05173e-05	0	9.92914e-05	0	0	2.81991e-06	0.00348972	0.0112469	0.121494	0.0664013	0	0	0.187895	0.0112469	0.119218	10.6	0	0.0240884	0.0242132	0.0207568	0	0	0.00459096	0	0	8.65645e-05	0	0	0	0	0	1.7941e-06	0	0	0.312498	0.00113082	0.0836189	0	0	0	0	0	0	6.81281e-07	6.8128e-07
setup	0	2012-09-29 23:00:00	ANGA	256	753.384	0.0693625	0	0	0	0	0	0	0	0	0	0	0	-9.45544e-05	2.02184e-06	4.71937e-05	2.18812e-05	0	7.10967e-05	0	0	4.72655e-06	0.00243822	0.0132183	0.119383	0.0662449	0	0	0.185628	0.0132183	0.140114	10.6	0	0.0241288	0.0242392	0.0207788	0	0	0.00458917	0	0	8.63217e-05	0	0	0	0	0	1.79177e-06	0	0	0.306704	0.00176061	0.114987	0	0	0	0	0	0	6.81322e-07	6.81299e-07
setup	0	2012-09-30 23:00:00	ANGA	256	775.066	0.0809639	0	0	0	0	0	0	0	0	0	0	0	-6.35437e-05	1.67567e-06	3.26781e-05	1.5443e-05	0	4.97968e-05	0	0	7.53609e-06	0.00173006	0.0154618	0.117045	0.0661118	0	0	0.183157	0.0154618	0.163895	10.6	0	0.0241595	0.0242568	0.0207936	0	0	0.00458738	0	0	8.61184e-05	0	0	0	0	0	1.78944e-06	0	0	0.306852	0.00238065	0.156668	0	0	0	0	0	0	6.81428e-07	6.81347e-07
setup	0	2012-10-01 23:00:00	ANGA	256	796.145	0.0940704	0	0	0	0	0	0	0	0	0	0	0	-3.81758e-05	1.35612e-06	2.25045e-05	1.08885e-05	0	3.47491e-05	0	0	1.15959e-05	0.00130406	0.0180003	0.11445	0.0659976	0	0	0.180447	0.0180003	0.190804	10.6	0	0.0241821	0.0242674	0.0208025	0	0	0.0045856	0	0	8.59453e-05	0	0	0	0	0	1.78711e-06	0	0	0.309486	0.0028874	0.211497	0	0	0	0	0	0	6.81497e-07	6.81379e-07
setup	0	2012-10-02 23:00:00	ANGA	256	816.972	0.108795	0	0	0	0	0	0	0	0	0	0	0	-1.66039e-05	1.17508e-06	1.65301e-05	8.1582e-06	0	2.58634e-05	0	0	1.81069e-05	0.00111882	0.0208564	0.111569	0.0658995	0	0	0.177469	0.0208564	0.221078	10.6	0	0.0241977	0.024272	0.0208063	0	0	0.00458381	0	0	8.57969e-05	0	0	0	0	0	1.78479e-06	0	0	0.301448	0.00370411	0.28289	0	0	0	0	0	0	6.81281e-07	6.8128e-07
setup	0	2012-10-03 23:00:00	ANGA	256	837.515	0.125245	0	0	0	0	0	0	0	0	7.33267e-06	0	0	-7.64733e-06	1.14596e-06	1.37251e-05	6.94086e-06	0	2.1812e-05	4.88844e-08	2.44422e-06	2.79358e-05	0.00103358	0.0240491	0.108381	0.0658082	0	0	0.17419	0.0240491	0.25492	10.6	0	0.0242094	0.0242705	0.0208081	0	0	0.00458203	0	0	8.56694e-05	0	0	0	0	0	1.78247e-06	0	0	0.294212	0.00451856	0.374905	0	0	0	0	0	0	6.8128e-07	6.81279e-07
setup	0	2012-10-04 23:00:00	ANGA	256	858.919	0.143519	0	0	0	0	0	0	0	0	2.12493e-05	0	0	-5.41966e-06	1.28368e-06	1.26435e-05	6.5099e-06	0	2.04371e-05	1.41662e-07	7.08309e-06	4.46778e-05	0.000973075	0.0275961	0.104874	0.0657187	0	0	0.170592	0.0275961	0.292519	10.6	0	0.0242185	0.0242611	0.0208094	0	0	0.00458025	0	0	8.55507e-05	0	0	0	0	0	1.78015e-06	0	0	0.289517	0.00669125	0.492283	0	0	0	0	0	0	6.81322e-07	6.81299e-07
setup	0	2012-10-05 23:00:00	ANGA	256	879.988	0.163701	0	0	0	0	0	0	0	0	3.31219e-05	0	0	-4.2383e-06	1.39417e-06	1.14049e-05	6.11246e-06	0	1.89116e-05	2.20813e-07	1.10406e-05	6.03565e-05	0.000925651	0.0315139	0.101023	0.0656301	0	0	0.166653	0.0315139	0.334048	10.6	0	0.0242248	0.0242446	0.0208104	0	0	0.00457847	0	0	8.54343e-05	0	0	0	0	0	1.77784e-06	0	0	0.284223	0.00868654	0.640469	0	0	0	0	0	0	6.81311e-07	6.81294e-07
setup	0	2012-10-06 23:00:00	ANGA	256	901.789	0.18586	0	0	0	0	0	0	0	0	6.17214e-05	0	0	-1.73913e-06	1.54609e-06	1.06571e-05	5.88576e-06	0	1.8089e-05	4.11476e-07	2.05738e-05	9.94627e-05	0.0010367	0.0358166	0.096855	0.0655435	0	0	0.162399	0.0358166	0.379656	10.6	0	0.0242276	0.0242108	0.0208108	0	0	0.00457669	0	0	8.53191e-05	0	0	0	0	0	1.77552e-06	0	0	0.279505	0.0120863	0.825604	0	0	0	0	0	0	6.81322e-07	6.81299e-07
setup	0	2012-10-07 23:00:00	ANGA	256	923.659	0.210048	0	0	0	0	0	0	0	0	9.72092e-05	0	0	1.02596e-06	1.95941e-06	1.14256e-05	6.60788e-06	0	1.99929e-05	6.48061e-07	3.24031e-05	0.000148811	0.00137725	0.040514	0.0923752	0.0654591	0	0	0.157834	0.040514	0.429448	10.6	0	0.0242254	0.0241538	0.0208105	0	0	0.00457492	0	0	8.52066e-05	0	0	0	0	0	1.77322e-06	0	0	0.27248	0.014937	1.05447	0	0	0	0	0	0	6.81289e-07	6.81283e-07
setup	0	2012-10-08 23:00:00	ANGA	256	946.107	0.23629	0	0	0	0	0	0	0	0	0.000150709	0	0	3.91788e-06	2.99523e-06	1.45871e-05	8.84231e-06	0	2.64246e-05	1.00473e-06	5.02363e-05	0.000225011	0.00204821	0.0456117	0.0876182	0.0653768	0	0	0.152995	0.0456117	0.483484	10.6	0	0.0242165	0.0240604	0.0208096	0	0	0.00457315	0	0	8.50968e-05	0	0	0	0	0	1.77091e-06	0	0	0.265373	0.0192965	1.33441	0	0	0	0	0	0	6.813e-07	6.81288e-07
setup	0	2012-10-09 23:00:00	ANGA	256	968.717	0.264586	0	0	0	0	0	0	0	0	0.000213956	0	0	5.26107e-06	5.01356e-06	2.04145e-05	1.31337e-05	0	3.85617e-05	1.42637e-06	7.13187e-05	0.000317253	0.00308385	0.0511093	0.0826039	0.0652957	0	0	0.1479	0.0511093	0.541758	10.6	0	0.0241984	0.0239204	0.0208084	0	0	0.00457138	0	0	8.49899e-05	0	0	0	0	0	1.76861e-06	0	0	0.267817	0.0240812	1.67314	0	0	0	0	0	0	6.81473e-07	6.81368e-07
