source	id	datetime	daylength[h]	solar_radiation[Wm-2]	sw_radiation_above_canopy_in[Wm-2]	sw_radiation_above_canopy_out[Wm-2]	lw_radiation_above_canopy_in[Wm-2]	lw_radiation_above_canopy_out[Wm-2]	latent_heat_out_top[Wm-2]	latent_heat_out_bottom[Wm-2]	sensible_heat_out_top[Wm-2]	sensible_heat_out_bottom[Wm-2]	energy[Jm-2]	temp_above_canopy_avg[oC]	temp_above_canopy_min[oC]	temp_above_canopy_max[oC]	temp_canopy_top	temp_canopy_middle	temp_canopy_bottom	temp_soil_surface[oC]	temp_5cm[oC]	temp_10cm[oC]	temp_15cm[oC]	temp_20cm[oC]	temp_30cm[oC]	temp_50cm[oC]	temp_100cm[oC]	vpd
setup	0	2007-10-10 23:00:00	12.0278	435.829	258.24	25.7592	360.073	0	23.8937	0	0	0	0	21.65	16.41	29.06	21.65	21.6445	21.6297	21.6292	21.5757	21.5173	21.4843	21.4521	21.379	20.369	-99.99	0.808871
setup	0	2007-10-11 23:00:00	12.0293	435.798	190.33	18.9874	373.639	0	23.5947	0	0	0	0	20.65	15.73	28.1	20.65	20.6604	20.6886	20.6896	20.8004	20.9583	21.0371	21.0994	21.1884	20.3771	-99.99	0.734188
setup	0	2007-10-12 23:00:00	12.0308	435.748	264.95	26.4382	344.555	0	23.148	0	0	0	0	20.6	14.9	28.44	20.6	20.6035	20.6132	20.6135	20.6518	20.7084	20.7401	20.7686	20.8198	20.3827	-99.99	0.826856
setup	0	2007-10-13 23:00:00	12.0323	435.68	232.79	23.2389	356.378	0	22.7303	0	0	0	0	20.41	14.87	27.8	20.41	20.4135	20.4231	20.4235	20.4638	20.5281	20.5638	20.5943	20.6445	20.3859	-99.99	0.791707
setup	0	2007-10-14 23:00:00	12.0337	435.595	199.47	19.9251	369.908	0	23.016	0	0	0	0	20.72	15.29	27.89	20.72	20.7169	20.7088	20.7085	20.6782	20.6421	20.6257	20.6131	20.5938	20.3879	-99.99	0.786814
setup	0	2007-10-15 23:00:00	12.0352	435.492	254.08	25.4022	354.272	0	24.2362	0	0	0	0	21.46	15.24	29.69	21.4599	21.449	21.4194	21.4184	21.2978	21.1162	21.017	20.9323	20.7884	20.3898	-99.99	0.931706
setup	0	2007-10-16 23:00:00	12.0366	435.374	257.78	25.8014	353.646	0	25.4197	0	0	0	0	21.37	15.61	28.96	21.3699	21.3663	21.3562	21.3559	21.316	21.2551	21.2171	21.1798	21.0992	20.394	-99.99	0.862002
setup	0	2007-10-17 23:00:00	12.038	435.239	260.33	26.0941	349.202	0	26.4993	0	0	0	0	21.78	15.18	30.35	21.7799	21.7723	21.7517	21.7509	21.6647	21.5266	21.4474	21.377	21.2488	20.4	-99.99	1.00075
setup	0	2007-10-18 23:00:00	12.0395	435.088	274.44	27.5569	350.526	0	28.6531	0	0	0	0	21.93	15.93	30.3	21.9299	21.9236	21.9065	21.9059	21.8378	21.7367	21.6777	21.6228	21.5113	20.4077	-99.99	0.93368
setup	0	2007-10-19 23:00:00	12.0409	434.922	279.88	28.1622	344.428	0	29.7551	0	0	0	0	21.95	15.7	29.91	21.9499	21.9462	21.936	21.9357	21.8937	21.8251	21.7826	21.7415	21.6529	20.4171	-99.99	0.956001
setup	0	2007-10-20 23:00:00	12.0423	434.742	262.41	26.469	351.387	0	31.7918	0	0	0	0	22.03	15.29	30.86	22.0299	22.0263	22.0163	22.016	21.9725	21.895	21.8464	21.8004	21.7062	20.4273	-99.99	1.0378
setup	0	2007-10-21 23:00:00	12.0437	434.548	231.17	23.3829	366.08	0	37.0325	0	0	0	0	21.77	16.03	29.37	21.7699	21.7693	21.7674	21.7673	21.7648	21.7761	21.7795	21.7781	21.7548	20.4381	-99.99	0.87938
setup	0	2007-10-22 23:00:00	12.0451	434.34	244.94	24.853	355.772	0	38.5595	0	0	0	0	21.87	15.83	30.1	21.8699	21.8676	21.8611	21.8609	21.8335	21.7876	21.7592	21.7322	21.6741	20.4486	-99.99	0.933211
setup	0	2007-10-23 23:00:00	12.0465	434.119	243.2	24.7609	359.199	0	41.9021	0	0	0	0	22.06	15.13	30.43	22.0599	22.0553	22.0428	22.0424	21.99	21.9049	21.854	21.807	21.7129	20.4587	-99.99	1.05154
setup	0	2007-10-24 23:00:00	12.0478	433.885	228.62	23.3622	366.769	0	53.0037	0	0	0	0	21.83	15.83	29.86	21.8299	21.8281	21.8232	21.823	21.808	21.8046	21.7994	21.7904	21.756	20.4692	-99.99	0.92211
setup	0	2007-10-25 23:00:00	12.0492	433.64	252.46	25.899	359.01	0	61.4886	0	0	0	0	21.2	16.9	28.17	21.1999	21.1879	21.1553	21.1541	21.1525	21.2924	21.3704	21.4341	21.5278	20.4794	-99.99	0.670443
setup	0	2007-10-26 23:00:00	12.0505	433.383	223.65	23.0363	361.846	0	73.2125	0	0	0	0	20.44	15.37	27.57	20.4399	20.421	20.3697	20.368	20.3846	20.5869	20.6952	20.7909	20.9562	20.4867	-99.99	0.734065
setup	0	2007-10-27 23:00:00	12.0519	433.115	211.15	21.8385	363.546	0	72.6796	0	0	0	0	20.02	14.83	27	20.0199	20.0158	20.0044	20.004	20.045	20.2022	20.2894	20.3652	20.5018	20.4894	-99.99	0.728365
setup	0	2007-10-28 23:00:00	12.0532	432.838	250.37	26.0021	346.857	0	75.2686	0	0	0	0	20.1	13.48	28.24	20.0999	20.1027	20.1103	20.1106	20.1381	20.172	20.1869	20.1982	20.2277	20.4887	-99.99	0.909428
setup	0	2007-10-29 23:00:00	12.0545	432.551	271.55	28.3173	333.092	0	77.6773	0	0	0	0	20.27	13.54	29	20.2699	20.2687	20.2653	20.2652	20.2515	20.2325	20.2236	20.2173	20.2115	20.4865	-99.99	0.94061
setup	0	2007-10-30 23:00:00	12.0558	432.255	227.47	23.8153	360.115	0	85.603	0	0	0	0	21.06	14.93	29.43	21.0599	21.0484	21.0173	21.0162	20.8954	20.7319	20.649	20.5803	20.4669	20.4847	-99.99	0.904189
setup	0	2007-10-31 23:00:00	12.0571	431.951	227.81	23.9418	366.489	0	88.2389	0	0	0	0	21.58	16.32	29.02	21.5799	21.5683	21.5366	21.5356	21.4124	21.2403	21.1474	21.0659	20.9166	20.4857	-99.99	0.807083
setup	0	2007-11-01 23:00:00	12.0583	431.64	136.18	14.3631	395.575	0	87.0857	0	0	0	0	21.25	16.2	28.3	21.2499	21.2497	21.249	21.249	21.2447	21.2292	21.2135	21.1943	21.1426	20.4898	-99.99	0.762815
setup	0	2007-11-02 23:00:00	12.0596	431.322	243.66	25.7789	353.774	0	71.9317	0	0	0	0	21.22	15.68	28.69	21.2199	21.2193	21.2177	21.2176	21.2088	21.1881	21.1731	21.1578	21.1239	20.4949	-99.99	0.827613
setup	0	2007-11-03 23:00:00	12.0608	430.997	268.19	28.4556	341.945	0	77.302	0	0	0	0	21.03	14.48	29.34	21.0299	21.0317	21.0366	21.0368	21.0523	21.0612	21.0603	21.0567	21.0436	20.4996	-99.99	0.952142
setup	0	2007-11-04 23:00:00	12.0621	430.667	257.43	27.3811	344.943	0	74.204	0	0	0	0	21.2	14.77	30.17	21.1999	21.1974	21.1906	21.1904	21.1626	21.12	21.0957	21.0739	21.032	20.5039	-99.99	0.960936
setup	0	2007-11-05 23:00:00	12.0633	430.332	273.28	29.1249	342.89	0	75.1987	0	0	0	0	21.43	15.42	30.09	21.4299	21.4252	21.4125	21.412	21.3624	21.2924	21.254	21.2194	21.1515	20.5083	-99.99	0.917074
setup	0	2007-11-06 23:00:00	12.0645	429.993	270.28	28.8489	347.785	0	76.36	0	0	0	0	22.06	15.54	31.12	22.0599	22.0492	22.02	22.019	21.9009	21.7225	21.6234	21.5366	21.3804	20.5138	-99.99	1.01723
setup	0	2007-11-07 23:00:00	12.0656	429.65	219.14	23.4134	368.467	0	75.5703	0	0	0	0	21.61	16.51	28.99	21.6099	21.6102	21.6108	21.6109	21.6174	21.6339	21.6384	21.6362	21.6067	20.5215	-99.99	0.79115
setup	0	2007-11-08 23:00:00	12.0668	429.305	247.37	26.4408	355.085	0	74.6261	0	0	0	0	21.77	15.88	30.13	21.7699	21.767	21.7591	21.7589	21.7247	21.6659	21.63	21.597	21.5323	20.5298	-99.99	0.913401
setup	0	2007-11-09 23:00:00	12.0679	428.957	261.13	27.9085	352.373	0	75.1892	0	0	0	0	22.09	16.06	30.6	22.0899	22.0831	22.0646	22.0639	21.99	21.8805	21.8182	21.7619	21.6533	20.5381	-99.99	0.948547
setup	0	2007-11-10 23:00:00	12.0691	428.608	255.35	27.2809	357.731	0	76.0121	0	0	0	0	21.92	16.25	29.6	21.9199	21.9178	21.9122	21.912	21.8913	21.8651	21.8466	21.8259	21.7706	20.5474	-99.99	0.879448
setup	0	2007-11-11 23:00:00	12.0702	428.257	174.13	18.5972	384.147	0	80.7511	0	0	0	0	21.39	17.37	27.75	21.3899	21.3936	21.4035	21.4038	21.4504	21.5428	21.5926	21.6319	21.68	20.5572	-99.99	0.631703
setup	0	2007-11-12 23:00:00	12.0712	427.907	173.32	18.5031	383.048	0	84.3395	0	0	0	0	21.2	17.04	28.15	21.1999	21.2018	21.2068	21.207	21.2303	21.2848	21.315	21.3401	21.3788	20.5654	-99.99	0.653697
setup	0	2007-11-13 23:00:00	12.0723	427.557	222.84	23.7803	360.934	0	81.5345	0	0	0	0	20.82	15.78	28.06	20.8199	20.8256	20.8408	20.8413	20.9002	20.981	21.0222	21.0562	21.1101	20.5713	-99.99	0.749368
setup	0	2007-11-14 23:00:00	12.0734	427.208	189.05	20.1678	374.435	0	80.4823	0	0	0	0	21.28	15.68	29.17	21.2799	21.2751	21.2622	21.2618	21.2101	21.1367	21.0987	21.0676	21.0172	20.5752	-99.99	0.845227
setup	0	2007-11-15 23:00:00	12.0744	426.861	219.48	23.4056	365.481	0	83.0218	0	0	0	0	21.07	15.03	28.73	21.0699	21.0693	21.0677	21.0676	21.0618	21.0653	21.0649	21.0618	21.0484	20.579	-99.99	0.882258
setup	0	2007-11-16 23:00:00	12.0754	426.517	172.86	18.4281	380.512	0	83.5101	0	0	0	0	20.8	16.33	27.55	20.7999	20.8017	20.8065	20.8067	20.8315	20.8921	20.9293	20.9599	21.0034	20.5828	-99.99	0.671855
setup	0	2007-11-17 23:00:00	12.0764	426.175	145.78	15.5359	384.047	0	78.3065	0	0	0	0	19.92	15.66	26.4	19.9199	19.9328	19.9678	19.969	20.1093	20.3135	20.4213	20.5118	20.6616	20.5856	-99.99	0.614448
setup	0	2007-11-18 23:00:00	12.0773	425.837	186.16	19.8317	374.321	0	81.0007	0	0	0	0	20.8	15.64	28.08	20.7999	20.7924	20.772	20.7713	20.6919	20.5893	20.5419	20.5073	20.466	20.5853	-99.99	0.76037
setup	0	2007-11-19 23:00:00	12.0783	425.503	253.61	27.0091	350.08	0	80.1138	0	0	0	0	20.43	16.49	27.09	20.4299	20.4321	20.4378	20.438	20.464	20.5128	20.5386	20.5585	20.5844	20.5849	-99.99	0.596113
setup	0	2007-11-20 23:00:00	12.0792	425.175	256.62	27.3246	349.351	0	79.2314	0	0	0	0	20.86	15.75	28	20.8599	20.8551	20.8419	20.8414	20.7875	20.7071	20.6647	20.6299	20.5767	20.5847	-99.99	0.754821
setup	0	2007-11-21 23:00:00	12.0801	424.852	181.19	19.2895	378.733	0	76.5912	0	0	0	0	21.2	16.66	28.06	21.1999	21.1933	21.1753	21.1747	21.1046	21.0062	20.9533	20.9071	20.8231	20.5852	-99.99	0.695357
setup	0	2007-11-22 23:00:00	12.0809	424.535	144.16	15.3432	391.951	0	75.6026	0	0	0	0	21.33	16.73	28.43	21.3299	21.3254	21.3132	21.3128	21.263	21.1852	21.1397	21.0981	21.0189	20.5876	-99.99	0.712925
setup	0	2007-11-23 23:00:00	12.0818	424.224	249.1	26.5036	356.399	0	74.3614	0	0	0	0	21.44	17.03	28.33	21.4399	21.4357	21.4242	21.4238	21.379	21.3153	21.2787	21.2448	21.1775	20.5915	-99.99	0.689948
setup	0	2007-11-24 23:00:00	12.0826	423.921	237.88	25.3065	360.482	0	75.6375	0	0	0	0	21.6	16.31	28.99	21.5999	21.5955	21.5836	21.5832	21.5332	21.452	21.4036	21.3594	21.2758	20.5964	-99.99	0.812523
setup	0	2007-11-25 23:00:00	12.0834	423.626	278.26	29.5979	344.725	0	75.981	0	0	0	0	21.6	16.43	29.32	21.5999	21.5969	21.5887	21.5884	21.5556	21.506	21.4752	21.4455	21.3829	20.6022	-99.99	0.805633
setup	0	2007-11-26 23:00:00	12.0842	423.339	311.93	33.1769	331.599	0	75.9095	0	0	0	0	21.82	15.62	30.28	21.8199	21.8148	21.801	21.8006	21.7428	21.65	21.595	21.5452	21.4515	20.6086	-99.99	0.954139
setup	0	2007-11-27 23:00:00	12.0849	423.06	278.61	29.6315	347.375	0	79.8348	0	0	0	0	22.01	16.86	30.03	22.0099	22.0032	21.9852	21.9845	21.9166	21.8315	21.7843	21.7408	21.6514	20.616	-99.99	0.827035
setup	0	2007-11-28 23:00:00	12.0856	422.791	285.78	30.3932	343.888	0	78.8425	0	0	0	0	21.35	16.73	28.73	21.3499	21.3549	21.3684	21.3689	21.4242	21.5086	21.5493	21.5789	21.6102	20.6246	-99.99	0.72411
setup	0	2007-11-29 23:00:00	12.0863	422.532	237.88	25.2991	356.681	0	79.1	0	0	0	0	20.79	15.97	27.47	20.7899	20.7974	20.8178	20.8185	20.9021	21.0374	21.1107	21.1723	21.2704	20.6319	-99.99	0.712268
setup	0	2007-11-30 23:00:00	12.087	422.284	178.29	18.9606	377.171	0	77.8302	0	0	0	0	20.87	16.61	27.31	20.8699	20.8711	20.8742	20.8743	20.891	20.9296	20.9551	20.9788	21.0204	20.6365	-99.99	0.643639
setup	0	2007-12-01 23:00:00	12.0876	422.046	200.74	21.3457	367.487	0	76.521	0	0	0	0	20.86	16.36	28.19	20.8599	20.8605	20.8622	20.8623	20.8683	20.8764	20.8798	20.8827	20.8879	20.6392	-99.99	0.689409
setup	0	2007-12-02 23:00:00	12.0883	421.819	185.35	19.708	373.732	0	73.901	0	0	0	0	20.88	16.11	27.94	20.8799	20.8795	20.8784	20.8783	20.8746	20.8712	20.8693	20.8673	20.8616	20.6412	-99.99	0.715764
setup	0	2007-12-03 23:00:00	12.0888	421.604	241.58	25.6849	354.41	0	73.2138	0	0	0	0	20.85	15.89	27.69	20.8499	20.8497	20.8491	20.8491	20.8477	20.8492	20.8495	20.8492	20.8459	20.643	-99.99	0.732338
setup	0	2007-12-04 23:00:00	12.0894	421.401	251.18	26.7067	352.248	0	73.9203	0	0	0	0	21.28	16.11	28.58	21.2799	21.2737	21.2568	21.2562	21.1893	21.0943	21.0435	21.0002	20.9263	20.6447	-99.99	0.782347
setup	0	2007-12-05 23:00:00	12.0899	421.21	249.45	26.5248	352.838	0	70.8676	0	0	0	0	21.8	15.81	29.69	21.7999	21.7906	21.7652	21.7644	21.6605	21.4995	21.4089	21.3292	21.1872	20.6475	-99.99	0.914709
setup	0	2007-12-06 23:00:00	12.0904	421.032	248.64	26.4405	353.115	0	69.5781	0	0	0	0	21.4	15.72	28.85	21.3999	21.4007	21.4028	21.4029	21.4107	21.4159	21.4122	21.4037	21.3711	20.6526	-99.99	0.852348
setup	0	2007-12-07 23:00:00	12.0909	420.867	240.31	25.5571	354.87	0	66.354	0	0	0	0	20.42	17.23	25.32	20.42	20.4315	20.4627	20.4638	20.597	20.8145	20.9347	21.0353	21.1908	20.6585	-99.99	0.477118
setup	0	2007-12-08 23:00:00	12.0913	420.716	220.29	23.4315	362.642	0	69.3035	0	0	0	0	21.25	16.73	28.48	21.2499	21.2435	21.226	21.2254	21.1536	21.0478	20.9936	20.9511	20.8929	20.6616	-99.99	0.70301
setup	0	2007-12-09 23:00:00	12.0917	420.578	231.98	24.678	356.645	0	68.7115	0	0	0	0	20.91	16.21	27.77	20.9099	20.9116	20.9161	20.9162	20.9342	20.9588	20.9682	20.9733	20.9726	20.6639	-99.99	0.705311
setup	0	2007-12-10 23:00:00	12.0921	420.454	225.73	24.0171	357.087	0	66.2441	0	0	0	0	20	17.08	25.14	20	20.0114	20.0427	20.0437	20.1748	20.3844	20.5002	20.5983	20.7578	20.6663	-99.99	0.439262
setup	0	2007-12-11 23:00:00	12.0925	420.345	248.64	26.4598	345.705	0	64.2609	0	0	0	0	20.04	16.43	26.09	20.0399	20.0442	20.0559	20.0563	20.1028	20.1744	20.2172	20.2577	20.3405	20.6658	-99.99	0.535267
setup	0	2007-12-12 23:00:00	12.0928	420.25	231.17	24.607	356.371	0	76.8598	0	0	0	0	20.94	16.89	27.84	20.9399	20.9288	20.8988	20.8978	20.7826	20.6341	20.5583	20.4973	20.4066	20.663	-99.99	0.628386
setup	0	2007-12-13 23:00:00	12.0931	420.169	239.04	25.4514	353.435	0	85.3263	0	0	0	0	20.5	16.38	27.17	20.4999	20.4777	20.4174	20.4153	20.3445	20.4021	20.4299	20.4523	20.4888	20.6614	-99.99	0.617438
setup	0	2007-12-14 23:00:00	12.0934	420.104	314.47	33.4925	318.694	0	86.0934	0	0	0	0	20.46	14.54	28.65	20.4599	20.4597	20.4591	20.4591	20.4504	20.4287	20.4151	20.4064	20.3997	20.6595	-99.99	0.850756
setup	0	2007-12-15 23:00:00	12.0936	420.053	326.97	34.8373	300.433	0	82.2373	0	0	0	0	19.9	12.98	28.99	19.8999	19.9074	19.9279	19.9286	20.0057	20.1045	20.1525	20.1921	20.2622	20.6571	-99.99	0.951126
setup	0	2007-12-16 23:00:00	12.0938	420.018	326.51	34.801	297.566	0	79.2868	0	0	0	0	19.9	12.42	29.36	19.8999	19.9024	19.9094	19.9096	19.9379	19.9824	20.0086	20.0335	20.0867	20.6533	-99.99	1.01609
setup	0	2007-12-17 23:00:00	12.094	419.998	306.14	32.642	294.626	0	69.6281	0	0	0	0	19.61	12.09	29.51	19.6099	19.6155	19.6306	19.6312	19.6918	19.7805	19.8287	19.8708	19.9499	20.6483	-99.99	1.01438
setup	0	2007-12-18 23:00:00	12.0941	419.993	318.18	33.9381	305.417	0	70.9697	0	0	0	0	20.18	12.77	29.2	20.1799	20.1746	20.1603	20.1598	20.1077	20.0489	20.0251	20.009	19.9943	20.6425	-99.99	1.01379
setup	0	2007-12-19 23:00:00	12.0942	420.004	285.32	30.4467	323.134	0	74.1681	0	0	0	0	20.69	13.4	29.26	20.6899	20.6817	20.6594	20.6587	20.5729	20.4585	20.3995	20.3503	20.2707	20.6377	-99.99	1.01955
setup	0	2007-12-20 23:00:00	12.0943	420.03	254.08	27.1252	337.778	0	79.1221	0	0	0	0	20.38	15.68	26.87	20.3799	20.3797	20.379	20.379	20.3868	20.4341	20.4638	20.4879	20.5196	20.6357	-99.99	0.677775
setup	0	2007-12-21 23:00:00	12.0943	420.072	177.02	18.9086	370.086	0	74.6676	0	0	0	0	19.9	15.7	25.85	19.8999	19.907	19.926	19.9267	20.0055	20.1285	20.1962	20.2544	20.3541	20.6344	-99.99	0.596268
setup	0	2007-12-22 23:00:00	12.0943	420.129	167.88	17.9393	378.594	0	75.7312	0	0	0	0	20.86	15.71	27.84	20.8599	20.85	20.8232	20.8222	20.7154	20.5651	20.4894	20.4295	20.3434	20.6317	-99.99	0.755262
setup	0	2007-12-23 23:00:00	12.0943	420.201	302.44	32.3301	321.128	0	70.3551	0	0	0	0	21.28	15.49	29.37	21.2799	21.2713	21.2479	21.2471	21.1498	20.9949	20.9066	20.829	20.6936	20.6301	-99.99	0.870801
setup	0	2007-12-24 23:00:00	12.0943	420.289	311.93	33.3673	307.06	0	64.7546	0	0	0	0	20.75	13.8	29.68	20.7499	20.7534	20.763	20.7633	20.7954	20.8202	20.8234	20.821	20.8062	20.631	-99.99	0.995534
setup	0	2007-12-25 23:00:00	12.0942	420.392	271.55	29.0662	333.877	0	63.5151	0	0	0	0	21.31	14.07	29.49	21.3099	21.3026	21.2827	21.2821	21.205	21.0995	21.0451	20.9993	20.9208	20.6326	-99.99	1.04182
setup	0	2007-12-26 23:00:00	12.0941	420.511	242.39	25.9607	352.263	0	65.0273	0	0	0	0	21.85	15.3	29.55	21.8499	21.8398	21.8125	21.8116	21.7044	21.5515	21.4686	21.3958	21.2619	20.6358	-99.99	0.980265
setup	0	2007-12-27 23:00:00	12.0939	420.644	215.32	23.0758	359.158	0	69.5561	0	0	0	0	20.37	15.48	27.41	20.3699	20.3837	20.4211	20.4224	20.5759	20.8111	20.9313	21.0279	21.171	20.6413	-99.99	0.712713
setup	0	2007-12-28 23:00:00	12.0937	420.793	228.28	24.4804	348.782	0	69.3772	0	0	0	0	19.53	15.16	26.47	19.5299	19.5448	19.5851	19.5865	19.7524	20.0149	20.1618	20.2902	20.5153	20.6441	-99.99	0.622917
setup	0	2007-12-29 23:00:00	12.0935	420.956	265.3	28.4685	330.595	0	68.3355	0	0	0	0	19.45	13.29	27.43	19.4499	19.4571	19.4768	19.4774	19.5552	19.6734	19.7421	19.8066	19.9378	20.6413	-99.99	0.828503
setup	0	2007-12-30 23:00:00	12.0933	421.133	264.95	28.4502	335.21	0	69.653	0	0	0	0	20.03	13.39	28.15	20.0299	20.0253	20.0128	20.0123	19.9658	19.9129	19.8917	19.8787	19.8745	20.6352	-99.99	0.906711
setup	0	2007-12-31 23:00:00	12.093	421.325	229.09	24.6164	353.833	0	68.0084	0	0	0	0	20.28	15.12	27.66	20.2799	20.2756	20.2641	20.2637	20.2226	20.178	20.1586	20.1434	20.1204	20.6296	-99.99	0.742235
setup	0	2008-01-01 23:00:00	12.0927	421.531	254.54	27.3701	344.747	0	58.6413	0	0	0	0	20.79	15.05	28.33	20.7899	20.7825	20.7623	20.7616	20.6806	20.5607	20.4962	20.4417	20.3524	20.6258	-99.99	0.831567
setup	0	2008-01-02 23:00:00	12.0924	421.75	292.14	31.4369	323.391	0	55.4293	0	0	0	0	20.66	13.81	28.98	20.6599	20.6592	20.6574	20.6574	20.6455	20.6122	20.5877	20.5639	20.5194	20.6239	-99.99	0.966495
setup	0	2008-01-03 23:00:00	12.092	421.983	291.56	31.3988	322.969	0	53.253	0	0	0	0	21.11	13.58	30.19	21.1099	21.1033	21.0854	21.0848	21.0112	20.8971	20.8336	20.7788	20.6856	20.6233	-99.99	1.08089
setup	0	2008-01-04 23:00:00	12.0916	422.229	287.75	31.0092	329.425	0	52.1534	0	0	0	0	21.5	13.92	30.5	21.4999	21.492	21.4706	21.4699	21.3839	21.2549	21.1826	21.1184	21.0013	20.6246	-99.99	1.10766
setup	0	2008-01-05 23:00:00	12.0912	422.488	277.1	29.8806	340.885	0	52.63	0	0	0	0	22.23	15.65	30.3	22.2299	22.2167	22.1808	22.1796	22.039	21.8396	21.7319	21.6373	21.4632	20.6289	-99.99	1.01084
setup	0	2008-01-06 23:00:00	12.0908	422.759	289.83	31.2769	326.454	0	46.2516	0	0	0	0	21.67	14.98	30.61	21.6699	21.6718	21.6771	21.6773	21.6935	21.6973	21.6881	21.6728	21.6247	20.6364	-99.99	1.01658
setup	0	2008-01-07 23:00:00	12.0903	423.042	298.74	32.2589	313.764	0	42.5633	0	0	0	0	21.12	13.09	29.95	21.1199	21.1262	21.1432	21.1438	21.2091	21.2935	21.3333	21.3638	21.4047	20.6442	-99.99	1.13642
setup	0	2008-01-08 23:00:00	12.0898	423.337	296.54	32.032	315.294	0	41.3975	0	0	0	0	21.53	13.35	31.03	21.5299	21.5259	21.5152	21.5149	21.472	21.4094	21.376	21.3474	21.297	20.6501	-99.99	1.18956
setup	0	2008-01-09 23:00:00	12.0893	423.644	250.61	27.0759	344.471	0	40.2496	0	0	0	0	21.63	13.87	30.25	21.6299	21.6265	21.6174	21.6171	21.5822	21.534	21.5069	21.4812	21.4261	20.656	-99.99	1.13045
setup	0	2008-01-10 23:00:00	12.0887	423.961	250.03	27.0147	349.233	0	36.5544	0	0	0	0	21.55	15.56	28.79	21.5499	21.5487	21.5456	21.5455	21.5373	21.5368	21.538	21.5371	21.522	20.6629	-99.99	0.892121
setup	0	2008-01-11 23:00:00	12.0881	424.288	255.81	27.6442	346.745	0	49.7814	0	0	0	0	20.82	16.21	28.2	20.8199	20.8283	20.8509	20.8517	20.9435	21.0801	21.1523	21.2121	21.303	20.6698	-99.99	0.704181
setup	0	2008-01-12 23:00:00	12.0875	424.626	261.02	28.2137	343.695	0	49.6785	0	0	0	0	20.92	16.4	27.58	20.9199	20.921	20.924	20.9241	20.9393	20.9723	20.9943	21.0151	21.052	20.6745	-99.99	0.681079
setup	0	2008-01-13 23:00:00	12.0868	424.973	270.16	29.2076	343.232	0	50.3616	0	0	0	0	21.82	15.87	29.94	21.8199	21.8093	21.7804	21.7794	21.6604	21.476	21.3738	21.2857	21.1372	20.6775	-99.99	0.91658
setup	0	2008-01-14 23:00:00	12.0862	425.329	253.5	27.4051	350.679	0	54.2105	0	0	0	0	21.11	16.98	28.32	21.1099	21.1133	21.1225	21.1229	21.1637	21.2331	21.2673	21.2924	21.3174	20.6823	-99.99	0.653792
setup	0	2008-01-15 23:00:00	12.0855	425.693	255.35	27.6059	350.48	0	58.7019	0	0	0	0	21.21	15.35	28.65	21.2099	21.2089	21.2061	21.206	21.1943	21.1778	21.1669	21.1571	21.1398	20.6871	-99.99	0.864429
setup	0	2008-01-16 23:00:00	12.0847	426.065	133.29	14.4129	387.923	0	58.749	0	0	0	0	19.81	16.65	25.44	19.81	19.8259	19.869	19.8705	20.0509	20.3397	20.4996	20.6362	20.859	20.6908	-99.99	0.472245
setup	0	2008-01-17 23:00:00	12.084	426.445	246.21	26.6181	351.962	0	64.8748	0	0	0	0	20.57	16.14	27.21	20.5699	20.5657	20.5544	20.554	20.5119	20.4677	20.451	20.4427	20.4483	20.6906	-99.99	0.656171
setup	0	2008-01-18 23:00:00	12.0832	426.831	201.872	21.8367	363.664	0	61.7183	0	0	0	0	19.98	16.04	25.46	19.9799	19.9864	20.004	20.0046	20.0779	20.1945	20.2588	20.3138	20.406	20.6888	-99.99	0.561279
setup	0	2008-01-19 23:00:00	12.0824	427.224	234.64	25.3871	354.797	0	64.692	0	0	0	0	20.41	15.13	27.7	20.4099	20.4068	20.3983	20.398	20.3627	20.3114	20.2847	20.2648	20.2446	20.6856	-99.99	0.759576
setup	0	2008-01-20 23:00:00	12.0816	427.622	139.19	15.0645	378.7	0	70.0786	0	0	0	0	18.36	16.14	21.93	18.36	18.3837	18.4479	18.4501	18.7196	19.156	19.3982	19.6056	19.9531	20.682	-99.99	0.303871
setup	0	2008-01-21 23:00:00	12.0807	428.025	253.96	27.4775	337.284	0	66.2877	0	0	0	0	19.39	14.64	25.72	19.3899	19.387	19.379	19.3787	19.3448	19.2996	19.2865	19.2868	19.3288	20.6733	-99.99	0.644453
setup	0	2008-01-22 23:00:00	12.0798	428.433	290.87	31.4849	334.617	0	66.6522	0	0	0	0	20.29	15.66	26.23	20.2899	20.2784	20.2471	20.246	20.1245	19.9597	19.8772	19.8105	19.7103	20.6628	-99.99	0.654268
setup	0	2008-01-23 23:00:00	12.0789	428.844	294.8	31.9296	333.938	0	67.8991	0	0	0	0	21.35	16.18	29.45	21.3499	21.333	21.2873	21.2857	21.0989	20.8146	20.6578	20.5234	20.2981	20.6559	-99.99	0.800441
setup	0	2008-01-24 23:00:00	12.078	429.258	280.46	30.3912	332.254	0	57.8046	0	0	0	0	20.68	15.15	27.78	20.6799	20.6823	20.6888	20.689	20.7121	20.7325	20.7344	20.7297	20.7049	20.6543	-99.99	0.796555
setup	0	2008-01-25 23:00:00	12.0771	429.675	265.99	28.8301	334.386	0	57.1323	0	0	0	0	21.36	15.07	30.46	21.3599	21.3514	21.3283	21.3275	21.2316	21.0812	20.9978	20.9265	20.8081	20.6546	-99.99	0.955437
