row,time,.lai.sim.val
440,2019-03-17T23:00:00,0.0644499
441,2019-03-18T23:00:00,0.0468673
442,2019-03-19T23:00:00,0.032119299999999996
443,2019-03-20T23:00:00,0.0202228
444,2019-03-21T23:00:00,0.0111398
445,2019-03-22T23:00:00,0.00480849
446,2019-03-23T23:00:00,0.00113589
447,2019-03-24T23:00:00,0.0
448,2019-03-25T23:00:00,0.0
449,2019-03-26T23:00:00,0.0
450,2019-03-27T23:00:00,0.0
451,2019-03-28T23:00:00,0.0
452,2019-03-29T23:00:00,0.0
453,2019-03-30T23:00:00,0.0
454,2019-03-31T23:00:00,0.0
455,2019-04-01T23:00:00,0.0
456,2019-04-02T23:00:00,0.0
457,2019-04-03T23:00:00,0.0
458,2019-04-04T23:00:00,0.0
459,2019-04-05T23:00:00,0.0
460,2019-04-06T23:00:00,0.0
461,2019-04-07T23:00:00,0.0
462,2019-04-08T23:00:00,0.0
463,2019-04-09T23:00:00,0.0
464,2019-04-10T23:00:00,0.00430719
465,2019-04-11T23:00:00,0.00541418
466,2019-04-12T23:00:00,0.00538964
467,2019-04-13T23:00:00,0.00676618
468,2019-04-14T23:00:00,0.00674661
469,2019-04-15T23:00:00,0.00673154
470,2019-04-16T23:00:00,0.00672037
471,2019-04-17T23:00:00,0.00671242
472,2019-04-18T23:00:00,0.00670689
473,2019-04-19T23:00:00,0.00670318
474,2019-04-20T23:00:00,0.00670069
475,2019-04-21T23:00:00,0.00669907
476,2019-04-22T23:00:00,0.00669804
477,2019-04-23T23:00:00,0.00669741
478,2019-04-24T23:00:00,0.0084121
479,2019-04-25T23:00:00,0.010508
480,2019-04-26T23:00:00,0.013057
481,2019-04-27T23:00:00,0.016141
482,2019-04-28T23:00:00,0.0198535
483,2019-04-29T23:00:00,0.0242997
484,2019-04-30T23:00:00,0.0295973
485,2019-05-01T23:00:00,0.035876599999999995
486,2019-05-02T23:00:00,0.043281099999999996
487,2019-05-03T23:00:00,0.0519668
488,2019-05-04T23:00:00,0.062102
489,2019-05-05T23:00:00,0.07386619999999999
490,2019-05-06T23:00:00,0.08744869999999999
491,2019-05-07T23:00:00,0.103047
492,2019-05-08T23:00:00,0.12086300000000001
493,2019-05-09T23:00:00,0.141101
494,2019-05-10T23:00:00,0.163966
495,2019-05-11T23:00:00,0.189654
496,2019-05-12T23:00:00,0.21835300000000002
497,2019-05-13T23:00:00,0.250234
498,2019-05-14T23:00:00,0.285448
499,2019-05-15T23:00:00,0.32411799999999996
500,2019-05-16T23:00:00,0.366331
501,2019-05-17T23:00:00,0.412138
502,2019-05-18T23:00:00,0.461534
503,2019-05-19T23:00:00,0.514461
504,2019-05-20T23:00:00,0.570814
505,2019-05-21T23:00:00,0.630448
506,2019-05-22T23:00:00,0.693179
507,2019-05-23T23:00:00,0.758628
508,2019-05-24T23:00:00,0.826343
509,2019-05-25T23:00:00,0.8959090000000001
510,2019-05-26T23:00:00,0.9668180000000001
511,2019-05-27T23:00:00,1.03846
512,2019-05-28T23:00:00,1.11011
513,2019-05-29T23:00:00,1.1810100000000001
514,2019-05-30T23:00:00,1.25052
515,2019-05-31T23:00:00,1.31787
516,2019-06-01T23:00:00,1.3822
517,2019-06-02T23:00:00,1.4426
518,2019-06-03T23:00:00,1.49831
519,2019-06-04T23:00:00,1.54902
520,2019-06-05T23:00:00,1.59375
521,2019-06-06T23:00:00,1.632
522,2019-06-07T23:00:00,1.6636400000000002
523,2019-06-08T23:00:00,1.68872
524,2019-06-09T23:00:00,1.70616
525,2019-06-10T23:00:00,1.71433
526,2019-06-11T23:00:00,1.71425
527,2019-06-12T23:00:00,1.7115200000000002
528,2019-06-13T23:00:00,1.7088599999999998
529,2019-06-14T23:00:00,1.7071
530,2019-06-15T23:00:00,1.7040400000000002
531,2019-06-16T23:00:00,1.7009900000000002
532,2019-06-17T23:00:00,1.6999900000000001
533,2019-06-18T23:00:00,1.6994200000000002
534,2019-06-19T23:00:00,1.6974099999999999
535,2019-06-20T23:00:00,1.6968299999999998
536,2019-06-21T23:00:00,1.69429
537,2019-06-22T23:00:00,1.6903599999999999
538,2019-06-23T23:00:00,1.68862
539,2019-06-24T23:00:00,1.68743
540,2019-06-25T23:00:00,1.6849900000000002
541,2019-06-26T23:00:00,1.68187
542,2019-06-27T23:00:00,1.6793200000000001
543,2019-06-28T23:00:00,1.67589
544,2019-06-29T23:00:00,1.6715200000000001
545,2019-06-30T23:00:00,1.6689900000000002
546,2019-07-01T23:00:00,1.6658
547,2019-07-02T23:00:00,1.6621099999999998
548,2019-07-03T23:00:00,1.6580000000000001
549,2019-07-04T23:00:00,1.65153
550,2019-07-05T23:00:00,1.6452900000000001
551,2019-07-06T23:00:00,1.63864
552,2019-07-07T23:00:00,1.6304
553,2019-07-08T23:00:00,1.6212799999999998
554,2019-07-09T23:00:00,1.6111799999999998
555,2019-07-10T23:00:00,1.60016
556,2019-07-11T23:00:00,1.58759
557,2019-07-12T23:00:00,1.57436
558,2019-07-13T23:00:00,1.55975
559,2019-07-14T23:00:00,1.5437299999999998
560,2019-07-15T23:00:00,1.52649
561,2019-07-16T23:00:00,1.50786
562,2019-07-17T23:00:00,1.4876
563,2019-07-18T23:00:00,1.4660799999999998
564,2019-07-19T23:00:00,1.44323
565,2019-07-20T23:00:00,1.4187100000000001
566,2019-07-21T23:00:00,1.39246
567,2019-07-22T23:00:00,1.3647799999999999
568,2019-07-23T23:00:00,1.33505
569,2019-07-24T23:00:00,1.30362
570,2019-07-25T23:00:00,1.27051
571,2019-07-26T23:00:00,1.2355200000000002
572,2019-07-27T23:00:00,1.19884
573,2019-07-28T23:00:00,1.16064
574,2019-07-29T23:00:00,1.1203299999999998
575,2019-07-30T23:00:00,1.07867
576,2019-07-31T23:00:00,1.03597
577,2019-08-01T23:00:00,0.992908
578,2019-08-02T23:00:00,0.9495120000000001
579,2019-08-03T23:00:00,0.9043190000000001
580,2019-08-04T23:00:00,0.857613
581,2019-08-05T23:00:00,0.8097489999999999
582,2019-08-06T23:00:00,0.760915
583,2019-08-07T23:00:00,0.7112539999999999
