source	id	datetime	C_mic_1[kgCm-2]	C_mic_2[kgCm-2]	C_mic_3[kgCm-2]	C_aorg[kgCm-2]	N_nh4[kgNm-2]	N_no3_ae[kgNm-2]	N_no3_an[kgNm-2]	C_doc_ae[kgCm-2]	C_doc_an[kgCm-2]	C_acetate_ae[kgCm-2]	C_acetate_an[kgCm-2]	sC_ch4_ebul[kgCm-2]	sC_ch4_plant[kgCm-2]	sC_ch4_soil[kgCm-2]	sC_ch4_water[kgCm-2]	sC_ch4_leach[kgCm-2]	sC_ch4_prod[kgCm-2]	sC_ch4_ox[kgCm-2]	sC_acetate_prod[kgCm-2]	sC_doc_prod[kgCm-2]	sN_no2_nit[kgNm-2]	sN_no3_denit[kgNm-2]	sN_n2o_ebul[kgNm-2]	sN_n2o_plant[kgNm-2]	sN_n2o_soil[kgNm-2]	sN_n2o_water[kgNm-2]	sN_no_ebul[kgNm-2]	sN_no_plant[kgNm-2]	sN_no_soil[kgNm-2]	sN_no_water[kgNm-2]	sN_nh3_ebul[kgNm-2]	sN_nh3_plant[kgNm-2]	sN_nh3_soil[kgNm-2]	sN_nh3_water[kgNm-2]	sO_plant_o2_cons[kgOm-2]	sO_plant_o2_prod[kgOm-2]	sO_algae_o2_prod[kgOm-2]	ph_watertable[-]	ph_soil_surface[-]	anvf[%]
setup	0	2008-07-15 12:00:00	0.00104896	0.000124661	0.000557761	0.0411203	0.000535623	4.42702e-07	2.78151e-08	0.000668699	0.000398457	2.00317e-07	0.000124448	0	0	-3.81096e-09	0	7.86966e-08	6.59843e-07	2.94727e-07	1.61068e-06	6.03412e-05	3.99984e-07	1.1394e-11	0	0	2.52863e-09	0	0	0	6.81371e-10	0	0	0	1.47065e-13	0	0	0	0	7	7.5	0.645605
setup	0	2008-07-15 13:00:00	0.00105622	0.000124701	0.000557356	0.0411067	0.000535802	4.83296e-07	2.78205e-08	0.000675344	0.000398985	1.99732e-07	0.000124341	0	0	-4.0968e-09	0	7.86387e-08	6.58814e-07	2.94334e-07	1.61645e-06	6.11925e-05	4.37141e-07	1.16586e-11	0	0	2.54781e-09	0	0	0	6.98542e-10	0	0	0	1.69658e-13	0	0	0	0	7	7.5	0.646167
setup	0	2008-07-15 14:00:00	0.00106381	0.000124749	0.000556944	0.0410928	0.000535979	5.18756e-07	2.78271e-08	0.000681486	0.000399496	1.99146e-07	0.000124235	0	0	-4.29246e-09	0	7.85666e-08	6.5778e-07	2.93834e-07	1.61974e-06	6.18572e-05	4.69192e-07	1.18974e-11	0	0	2.52979e-09	0	0	0	7.13291e-10	0	0	0	1.84333e-13	0	0	0	0	7	7.5	0.646729
setup	0	2008-07-15 15:00:00	0.00107158	0.000124807	0.000556528	0.0410786	0.000536154	5.46776e-07	2.78322e-08	0.000687339	0.000399989	1.98554e-07	0.00012413	0	0	-4.4074e-09	0	7.84864e-08	6.56748e-07	2.93246e-07	1.62069e-06	6.21623e-05	4.94129e-07	1.20912e-11	0	0	2.4779e-09	0	0	0	7.25127e-10	0	0	0	1.90413e-13	0	0	0	0	7	7.5	0.647304
setup	0	2008-07-15 16:00:00	0.00107938	0.000124873	0.000556114	0.0410642	0.000536326	5.6597e-07	2.78318e-08	0.000692744	0.000400464	1.97954e-07	0.000124026	0	0	-4.44792e-09	0	7.84024e-08	6.55722e-07	2.92591e-07	1.61856e-06	6.16874e-05	5.1077e-07	1.22045e-11	0	0	2.39349e-09	0	0	0	7.33427e-10	0	0	0	1.88613e-13	0	0	0	0	7	7.5	0.647883
setup	0	2008-07-15 17:00:00	0.00108672	0.000124948	0.000555703	0.0410497	0.000536495	5.75753e-07	2.78174e-08	0.000693059	0.000400833	1.97352e-07	0.000123923	0	0	-4.41966e-09	0	7.83176e-08	6.54708e-07	2.93025e-07	1.61101e-06	5.54085e-05	5.18636e-07	1.21758e-11	0	0	2.27886e-09	0	0	0	7.37642e-10	0	0	0	1.80449e-13	0	0	0	0	7	7.5	0.648416
setup	0	2008-07-15 18:00:00	0.00109254	0.000125026	0.000555291	0.0410353	0.000536662	5.76489e-07	2.77464e-08	0.000680767	0.000400807	1.9686e-07	0.00012382	0	0	-4.33001e-09	0	7.82341e-08	6.53708e-07	2.99658e-07	1.58915e-06	3.91331e-05	5.18089e-07	1.174e-11	0	0	2.13833e-09	0	0	0	7.37472e-10	0	0	0	1.67741e-13	0	0	0	0	7	7.5	0.648392
setup	0	2008-07-15 19:00:00	0.00109665	0.000125096	0.000554889	0.0410211	0.000536826	5.68657e-07	2.76925e-08	0.000666287	0.000400621	1.96742e-07	0.000123717	0	0	-4.18793e-09	0	7.81533e-08	6.52729e-07	3.01496e-07	1.5748e-06	3.31994e-05	5.097e-07	1.1515e-11	0	0	1.97821e-09	0	0	0	7.33127e-10	0	0	0	1.51731e-13	0	0	0	0	7	7.5	0.646964
setup	0	2008-07-15 20:00:00	0.00109932	0.000125154	0.000554502	0.0410071	0.000536985	5.52362e-07	2.76394e-08	0.000653846	0.000400449	1.96652e-07	0.000123616	0	0	-4.00451e-09	0	7.80763e-08	6.51771e-07	3.01206e-07	1.56263e-06	3.17902e-05	4.93577e-07	1.1302e-11	0	0	1.80708e-09	0	0	0	7.25633e-10	0	0	0	1.34068e-13	0	0	0	0	7	7.5	0.645209
setup	0	2008-07-15 21:00:00	0.00110085	0.000125202	0.000554135	0.0409932	0.000537139	5.28956e-07	2.75843e-08	0.000643176	0.000400308	1.96493e-07	0.000123516	0	0	-3.79765e-09	0	7.80038e-08	6.50837e-07	3.00958e-07	1.551e-06	3.02852e-05	4.71114e-07	1.10739e-11	0	0	1.63489e-09	0	0	0	7.15116e-10	0	0	0	1.16371e-13	0	0	0	0	7	7.5	0.64354
setup	0	2008-07-15 22:00:00	0.00110153	0.00012524	0.00055379	0.0409796	0.000537289	5.0058e-07	2.75262e-08	0.000634031	0.00040019	1.96289e-07	0.000123417	0	0	-3.58332e-09	0	7.79362e-08	6.49927e-07	3.00757e-07	1.54006e-06	2.87837e-05	4.4438e-07	1.08361e-11	0	0	1.47226e-09	0	0	0	7.02239e-10	0	0	0	9.97054e-14	0	0	0	0	7	7.5	0.64192
setup	0	2008-07-15 23:00:00	0.00110158	0.000125269	0.000553465	0.0409662	0.000537441	4.66841e-07	2.74657e-08	0.000626178	0.000400096	1.96053e-07	0.000123319	0	0	-3.37423e-09	0	7.78739e-08	6.49042e-07	3.00599e-07	1.52999e-06	2.73735e-05	4.12821e-07	1.06012e-11	0	0	1.32924e-09	0	0	0	6.87982e-10	0	0	0	8.47222e-14	0	0	0	0	7	7.5	0.640326
setup	0	2008-07-16 00:00:00	0.00110104	0.000125495	0.000553075	0.0409531	0.00053841	1.91993e-06	1.10358e-07	0.000616077	0.000401088	1.9577e-07	0.000123247	0	0	2.03592e-09	0	7.78172e-08	6.48181e-07	2.99912e-07	1.5839e-06	2.59926e-05	5.00137e-07	7.76153e-10	0	0	7.22555e-10	0	0	0	9.05857e-11	0	0	0	4.63206e-14	0	0	0	0	7	7.5	0.64043
setup	0	2008-07-16 01:00:00	0.00109916	0.00012549	0.000552604	0.0409405	0.000539496	3.69016e-06	1.36748e-07	0.000613569	0.000399853	2.06263e-07	0.000123129	0	0	-6.97528e-10	0	7.7766e-08	6.47342e-07	2.9947e-07	1.5312e-06	2.60371e-05	7.24645e-07	7.46102e-10	0	0	6.9842e-10	0	0	0	3.89887e-10	0	0	0	2.05863e-13	0	0	0	0	7	7.5	0.622696
setup	0	2008-07-16 02:00:00	0.00109648	0.000125647	0.000552161	0.0409272	0.000540303	4.3036e-06	3.09652e-07	0.000603418	0.000399501	2.21221e-07	0.000123014	0	0	-2.28739e-09	0	1.81687e-07	6.46371e-07	1.47355e-07	1.72531e-06	2.573e-05	6.92422e-07	1.69605e-09	0	0	-8.42195e-10	0	0	0	5.76069e-10	0	0	0	4.53927e-13	0	0	0	0	7	7.5	0.598668
setup	0	2008-07-16 03:00:00	0.0010935	0.000125938	0.000551837	0.0409154	0.000541388	4.53445e-06	3.08389e-07	0.000574735	0.000400488	2.3253e-07	0.000122928	0	0	-1.79004e-09	0	8.07641e-08	6.45542e-07	1.47694e-06	1.85804e-06	2.45426e-05	5.7078e-07	1.59217e-09	0	0	-1.37512e-09	0	0	0	4.37757e-10	0	0	0	8.37129e-13	0	0	0	0	7	7.5	0.609051
setup	0	2008-07-16 04:00:00	0.00109053	0.00012614	0.000551489	0.0409026	0.000538524	2.35208e-06	1.745e-07	0.000568172	0.00039956	2.33049e-07	0.000122775	0	0	-1.7509e-10	0	1.84914e-07	6.446e-07	1.92247e-07	1.62219e-06	2.912e-05	3.98099e-07	1.01892e-09	0	0	-4.6718e-10	0	0	0	2.47177e-10	0	0	0	1.19327e-12	0	0	0	0	7	7.5	0.614707
setup	0	2008-07-16 05:00:00	0.00108802	0.000126233	0.000551232	0.04089	0.000538614	5.78104e-07	4.33323e-08	0.000576489	0.000398427	2.3389e-07	0.000122621	0	0	-1.46458e-09	0	1.86446e-07	6.4365e-07	1.93969e-07	1.57589e-06	4.06079e-05	3.45397e-07	1.46602e-10	0	0	-6.60679e-10	0	0	0	3.5764e-10	0	0	0	5.20085e-13	0	0	0	0	7	7.5	0.616623
setup	0	2008-07-16 06:00:00	0.00108625	0.000126308	0.000551012	0.0408776	0.000538381	3.73324e-07	2.9315e-08	0.00058707	0.000398899	2.33142e-07	0.000122492	0	0	-1.91445e-09	0	1.8851e-07	6.42715e-07	1.8564e-07	1.57599e-06	4.71842e-05	3.13656e-07	2.84503e-11	0	0	-6.07719e-10	0	0	0	4.49676e-10	0	0	0	2.71006e-13	0	0	0	0	7	7.5	0.619704
setup	0	2008-07-16 07:00:00	0.00108555	0.000126409	0.000550787	0.040866	0.000538519	3.53739e-07	2.79117e-08	0.000597677	0.000399805	2.32234e-07	0.000122407	0	0	-1.94524e-09	0	8.78288e-08	6.4193e-07	1.77326e-07	1.5926e-06	5.24902e-05	3.1238e-07	1.45964e-11	0	0	-3.35746e-10	0	0	0	4.70056e-10	0	0	0	1.34679e-13	0	0	0	0	7	7.5	0.623588
setup	0	2008-07-16 08:00:00	0.00108617	0.000126534	0.000550543	0.0408535	0.000538651	3.68854e-07	2.77692e-08	0.000605671	0.000402216	2.31141e-07	0.000122295	0	0	-2.02782e-09	0	1.92796e-07	6.41014e-07	1.75581e-07	1.61109e-06	5.71725e-05	3.29785e-07	1.30918e-11	0	0	-1.00252e-12	0	0	0	4.82288e-10	0	0	0	9.10091e-14	0	0	0	0	7	7.5	0.628471
setup	0	2008-07-16 09:00:00	0.00108834	0.000126689	0.000550278	0.0408408	0.000538724	3.90168e-07	2.77565e-08	0.000611919	0.000404859	2.29948e-07	0.00012219	0	0	-2.18993e-09	0	1.94485e-07	6.40092e-07	1.84247e-07	1.63012e-06	6.07357e-05	3.50413e-07	1.31634e-11	0	0	3.87907e-10	0	0	0	5.02369e-10	0	0	0	8.73145e-14	0	0	0	0	7	7.5	0.634028
setup	0	2008-07-16 10:00:00	0.00109201	0.000126876	0.000549993	0.0408287	0.000538898	4.18378e-07	2.78026e-08	0.000615686	0.000407603	2.29103e-07	0.000122128	0	0	-2.44305e-09	0	9.15471e-08	6.39309e-07	1.8415e-07	1.65355e-06	6.32779e-05	3.77465e-07	1.3651e-11	0	0	7.39151e-10	0	0	0	5.26714e-10	0	0	0	9.32041e-14	0	0	0	0	7	7.5	0.639857
setup	0	2008-07-16 11:00:00	0.00109695	0.000127073	0.000549666	0.0408155	0.000539043	4.53318e-07	2.77927e-08	0.000621014	0.00040883	2.20316e-07	0.000122017	0	0	-2.73867e-09	0	1.94089e-07	6.38388e-07	1.86396e-07	1.63955e-06	6.48632e-05	4.10591e-07	1.32605e-11	0	0	1.0361e-09	0	0	0	5.52848e-10	0	0	0	1.04969e-13	0	0	0	0	7	7.5	0.643187
setup	0	2008-07-16 12:00:00	0.00110283	0.000127282	0.000549312	0.040802	0.000539139	4.90169e-07	2.79366e-08	0.00062538	0.000410261	2.13314e-07	0.000121905	0	0	-3.02315e-09	0	1.93889e-07	6.37471e-07	1.9473e-07	1.63701e-06	6.58988e-05	4.45083e-07	1.35738e-11	0	0	1.26477e-09	0	0	0	5.78229e-10	0	0	0	1.19761e-13	0	0	0	0	7	7.5	0.646169
setup	0	2008-07-16 13:00:00	0.00110932	0.000127505	0.000548941	0.0407881	0.000539245	5.25384e-07	2.81996e-08	0.000628755	0.000411632	2.07681e-07	0.000121797	0	0	-3.25097e-09	0	1.93938e-07	6.36541e-07	2.09236e-07	1.63934e-06	6.65698e-05	4.77724e-07	1.40345e-11	0	0	1.42746e-09	0	0	0	6.00466e-10	0	0	0	1.33205e-13	0	0	0	0	7	7.5	0.648966
setup	0	2008-07-16 14:00:00	0.00111618	0.000127742	0.000548561	0.0407748	0.000539404	5.55948e-07	2.85021e-08	0.00063156	0.000412785	2.04218e-07	0.000121728	0	0	-3.40733e-09	0	9.04243e-08	6.3575e-07	2.45095e-07	1.64106e-06	6.69777e-05	5.05707e-07	1.4516e-11	0	0	1.53683e-09	0	0	0	6.1896e-10	0	0	0	1.42172e-13	0	0	0	0	7	7.5	0.651532
setup	0	2008-07-16 15:00:00	0.00112324	0.000127993	0.000548176	0.0407604	0.000539518	5.79766e-07	2.8577e-08	0.00063398	0.000413628	2.0296e-07	0.000121621	0	0	-3.50109e-09	0	1.93616e-07	6.34872e-07	3.64447e-07	1.6404e-06	6.69239e-05	5.27029e-07	1.48246e-11	0	0	1.59762e-09	0	0	0	6.33794e-10	0	0	0	1.45536e-13	0	0	0	0	7	7.5	0.653941
setup	0	2008-07-16 16:00:00	0.00113023	0.00012826	0.000547792	0.0407459	0.000539631	5.95261e-07	2.86143e-08	0.000635074	0.000414438	2.01761e-07	0.000121515	0	0	-3.53742e-09	0	1.93872e-07	6.34011e-07	4.02872e-07	1.63643e-06	6.53896e-05	5.40452e-07	1.49426e-11	0	0	1.61309e-09	0	0	0	6.44707e-10	0	0	0	1.43409e-13	0	0	0	0	7	7.5	0.656264
setup	0	2008-07-16 17:00:00	0.00113643	0.000128538	0.000547409	0.0407312	0.000539747	6.02086e-07	2.84856e-08	0.000629609	0.000415012	2.01e-07	0.000121409	0	0	-3.52035e-09	0	1.94339e-07	6.33199e-07	3.06181e-07	1.62398e-06	5.68385e-05	5.4561e-07	1.46452e-11	0	0	1.58708e-09	0	0	0	6.51327e-10	0	0	0	1.3672e-13	0	0	0	0	7	7.5	0.658361
setup	0	2008-07-16 18:00:00	0.00114051	0.000128818	0.000547023	0.0407175	0.000539913	6.00668e-07	2.83169e-08	0.000611736	0.000414914	2.00654e-07	0.00012134	0	0	-3.45473e-09	0	9.07959e-08	6.32537e-07	3.30488e-07	1.59801e-06	3.92372e-05	5.4303e-07	1.37418e-11	0	0	1.52478e-09	0	0	0	6.53422e-10	0	0	0	1.26701e-13	0	0	0	0	7	7.5	0.659475
setup	0	2008-07-16 19:00:00	0.00114235	0.000129081	0.000546644	0.0407033	0.000540025	5.91021e-07	2.81338e-08	0.000593562	0.000414146	2.00692e-07	0.00012123	0	0	-3.3463e-09	0	1.94448e-07	6.31761e-07	3.04171e-07	1.57609e-06	3.31624e-05	5.32826e-07	1.3115e-11	0	0	1.43304e-09	0	0	0	6.51629e-10	0	0	0	1.14207e-13	0	0	0	0	7	7.5	0.658674
setup	0	2008-07-16 20:00:00	0.00114241	0.000129325	0.00054628	0.0406892	0.000540135	5.72593e-07	2.79817e-08	0.000578387	0.00041351	2.00772e-07	0.000121121	0	0	-3.20307e-09	0	1.94874e-07	6.31007e-07	2.94013e-07	1.55961e-06	3.17056e-05	5.14534e-07	1.26438e-11	0	0	1.32048e-09	0	0	0	6.47015e-10	0	0	0	1.00473e-13	0	0	0	0	7	7.5	0.657425
setup	0	2008-07-16 21:00:00	0.00114119	0.00012955	0.000545936	0.0406761	0.000540289	5.46711e-07	2.78778e-08	0.000565591	0.000413075	2.00795e-07	0.000121052	0	0	-3.04004e-09	0	8.97677e-08	6.30413e-07	2.94721e-07	1.54597e-06	3.01459e-05	4.89581e-07	1.22485e-11	0	0	1.19785e-09	0	0	0	6.39288e-10	0	0	0	8.68558e-14	0	0	0	0	7	7.5	0.656251
setup	0	2008-07-16 22:00:00	0.00113907	0.000129758	0.000545614	0.0406623	0.000540389	5.15707e-07	2.77328e-08	0.000554793	0.000412734	2.00712e-07	0.000120946	0	0	-2.87044e-09	0	1.91735e-07	6.29712e-07	2.95489e-07	1.53331e-06	2.85884e-05	4.60238e-07	1.17925e-11	0	0	1.07644e-09	0	0	0	6.29059e-10	0	0	0	7.41797e-14	0	0	0	0	7	7.5	0.655102
setup	0	2008-07-16 23:00:00	0.00113637	0.000129949	0.000545316	0.0406487	0.000540489	4.8025e-07	2.75874e-08	0.000545643	0.000412479	2.006e-07	0.000120841	0	0	-2.70472e-09	0	1.91231e-07	6.29034e-07	2.96244e-07	1.52211e-06	2.71268e-05	4.27009e-07	1.135e-11	0	0	9.66806e-10	0	0	0	6.17445e-10	0	0	0	6.28592e-14	0	0	0	0	7	7.5	0.653952
setup	0	2008-07-17 00:00:00	0.00113297	0.00013052	0.000544946	0.0406353	0.00054123	1.57385e-06	2.5549e-07	0.000529789	0.000417348	2.01307e-07	0.000120818	0	0	1.69608e-09	0	1.91043e-07	6.28377e-07	3.27512e-07	1.62296e-06	2.56938e-05	4.513e-07	2.44643e-09	0	0	5.1423e-10	0	0	0	6.54779e-11	0	0	0	3.37241e-14	0	0	0	0	7	7.5	0.657996
setup	0	2008-07-17 01:00:00	0.00112835	0.000130926	0.000544472	0.0406233	0.000541135	1.76439e-06	2.14976e-07	0.000527675	0.000411342	2.48656e-07	0.000120686	0	0	-2.51831e-09	0	8.50837e-08	6.27883e-07	3.30477e-07	1.59943e-06	2.62896e-05	4.8803e-07	1.51361e-09	0	0	2.71788e-10	0	0	0	6.00747e-10	0	0	0	2.01018e-13	0	0	0	0	7	7.5	0.635549
setup	0	2008-07-17 02:00:00	0.00112349	0.000131109	0.000544199	0.0406106	0.000541085	6.0628e-07	4.7284e-08	0.000520302	0.000410427	2.50933e-07	0.000120552	0	0	-2.52707e-09	0	1.88336e-07	6.27275e-07	3.32859e-07	1.56818e-06	2.56967e-05	4.16207e-07	1.68776e-10	0	0	-2.58433e-10	0	0	0	5.87448e-10	0	0	0	2.23823e-13	0	0	0	0	7	7.5	0.634596
setup	0	2008-07-17 03:00:00	0.00111845	0.000131226	0.000543988	0.0405981	0.000541126	4.34967e-07	2.93509e-08	0.000510569	0.000411605	2.4709e-07	0.000120452	0	0	-1.99194e-09	0	1.88614e-07	6.2668e-07	3.33867e-07	1.55016e-06	2.51809e-05	3.73008e-07	2.59887e-11	0	0	-2.06906e-10	0	0	0	5.1359e-10	0	0	0	1.46499e-13	0	0	0	0	7	7.5	0.636842
setup	0	2008-07-17 04:00:00	0.00111343	0.000131317	0.000543758	0.0405858	0.000541173	3.90434e-07	2.73261e-08	0.000507199	0.000412807	2.34847e-07	0.000120356	0	0	-1.80763e-09	0	1.89036e-07	6.26107e-07	3.32498e-07	1.5046e-06	2.77476e-05	3.43462e-07	1.18146e-11	0	0	-1.31693e-11	0	0	0	4.87241e-10	0	0	0	8.8097e-14	0	0	0	0	7	7.5	0.637447
setup	0	2008-07-17 05:00:00	0.00110894	0.0001314	0.000543529	0.0405744	0.000541254	3.63458e-07	2.7251e-08	0.000513594	0.000413993	2.25708e-07	0.000120302	0	0	-1.7586e-09	0	8.31511e-08	6.2566e-07	3.24883e-07	1.49645e-06	3.71659e-05	3.20681e-07	1.03945e-11	0	0	1.72215e-10	0	0	0	4.78627e-10	0	0	0	6.11328e-14	0	0	0	0	7	7.5	0.638307
setup	0	2008-07-17 06:00:00	0.00110524	0.000131486	0.000543307	0.0405621	0.000541313	3.44512e-07	2.73422e-08	0.000523897	0.000415411	2.16749e-07	0.000120214	0	0	-1.7483e-09	0	1.87087e-07	6.25095e-07	3.13662e-07	1.50416e-06	4.26524e-05	3.04457e-07	1.04896e-11	0	0	3.44386e-10	0	0	0	4.77114e-10	0	0	0	4.83046e-14	0	0	0	0	7	7.5	0.639994
setup	0	2008-07-17 07:00:00	0.00110238	0.00013158	0.000543091	0.0405499	0.000541389	3.32644e-07	2.74335e-08	0.00053532	0.000416745	2.09979e-07	0.000120127	0	0	-1.76639e-09	0	1.87667e-07	6.24529e-07	2.9896e-07	1.51275e-06	4.54902e-05	2.94615e-07	1.06316e-11	0	0	5.06353e-10	0	0	0	4.80115e-10	0	0	0	4.24151e-14	0	0	0	0	7	7.5	0.64199
setup	0	2008-07-17 08:00:00	0.0011004	0.00013168	0.000542875	0.0405375	0.000541479	3.27374e-07	2.73556e-08	0.000547574	0.000417715	2.0725e-07	0.000120038	0	0	-1.80806e-09	0	1.88312e-07	6.23992e-07	2.59685e-07	1.51874e-06	4.78539e-05	2.90596e-07	1.06158e-11	0	0	6.5668e-10	0	0	0	4.85403e-10	0	0	0	4.00667e-14	0	0	0	0	7	7.5	0.643911
setup	0	2008-07-17 09:00:00	0.00109934	0.000131789	0.000542658	0.0405251	0.000541578	3.27733e-07	2.72513e-08	0.000559733	0.000418658	2.04743e-07	0.000119949	0	0	-1.8691e-09	0	1.89117e-07	6.23455e-07	2.5588e-07	1.52501e-06	4.97349e-05	2.9162e-07	1.06021e-11	0	0	7.91856e-10	0	0	0	4.92107e-10	0	0	0	3.9356e-14	0	0	0	0	7	7.5	0.64587
setup	0	2008-07-17 10:00:00	0.00109919	0.000131907	0.000542438	0.0405134	0.000541733	3.31026e-07	2.71843e-08	0.00057137	0.000419579	2.02554e-07	0.0001199	0	0	-1.94411e-09	0	8.36095e-08	6.23045e-07	2.51727e-07	1.53169e-06	5.11398e-05	2.95076e-07	1.0658e-11	0	0	9.07842e-10	0	0	0	4.99675e-10	0	0	0	3.95069e-14	0	0	0	0	7	7.5	0.647836
setup	0	2008-07-17 11:00:00	0.00109991	0.000132033	0.000542217	0.0405008	0.000541839	3.36314e-07	2.7075e-08	0.000582192	0.000420428	2.00642e-07	0.000119813	0	0	-2.02595e-09	0	1.88252e-07	6.22496e-07	2.49519e-07	1.53697e-06	5.20586e-05	3.00243e-07	1.06599e-11	0	0	9.99187e-10	0	0	0	5.07224e-10	0	0	0	4.16481e-14	0	0	0	0	7	7.5	0.64978
setup	0	2008-07-17 12:00:00	0.00110138	0.000132168	0.000541993	0.040488	0.000541947	3.42488e-07	2.69651e-08	0.000591945	0.000421222	1.99035e-07	0.000119727	0	0	-2.10598e-09	0	1.89161e-07	6.21936e-07	2.48274e-07	1.5409e-06	5.23937e-05	3.06082e-07	1.06506e-11	0	0	1.06349e-09	0	0	0	5.14185e-10	0	0	0	4.45708e-14	0	0	0	0	7	7.5	0.651674
setup	0	2008-07-17 13:00:00	0.0011035	0.000132311	0.00054177	0.0404752	0.000542056	3.48533e-07	2.68525e-08	0.000600474	0.000421948	1.97709e-07	0.000119641	0	0	-2.17478e-09	0	1.901e-07	6.21366e-07	2.47544e-07	1.54285e-06	5.21691e-05	3.1167e-07	1.06076e-11	0	0	1.10416e-09	0	0	0	5.20082e-10	0	0	0	4.73086e-14	0	0	0	0	7	7.5	0.65348
setup	0	2008-07-17 14:00:00	0.00110614	0.000132462	0.000541546	0.040463	0.000542212	3.53703e-07	2.67769e-08	0.000607708	0.000422619	1.96678e-07	0.000119593	0	0	-2.22772e-09	0	8.43229e-08	6.20918e-07	2.47207e-07	1.54333e-06	5.14744e-05	3.16355e-07	1.05757e-11	0	0	1.12736e-09	0	0	0	5.24775e-10	0	0	0	4.93616e-14	0	0	0	0	7	7.5	0.655159
setup	0	2008-07-17 15:00:00	0.00110913	0.00013262	0.000541323	0.04045	0.000542318	3.57469e-07	2.66582e-08	0.000613405	0.000423186	1.95824e-07	0.000119508	0	0	-2.26548e-09	0	1.89132e-07	6.2033e-07	2.47058e-07	1.54137e-06	5.01326e-05	3.19675e-07	1.04515e-11	0	0	1.13598e-09	0	0	0	5.28324e-10	0	0	0	5.05661e-14	0	0	0	0	7	7.5	0.656684
setup	0	2008-07-17 16:00:00	0.00111227	0.000132783	0.000541102	0.0404369	0.000542423	3.59509e-07	2.65348e-08	0.000616481	0.00042363	1.95165e-07	0.000119422	0	0	-2.28838e-09	0	1.89902e-07	6.19733e-07	2.47109e-07	1.53746e-06	4.71858e-05	3.21353e-07	1.0282e-11	0	0	1.13211e-09	0	0	0	5.3074e-10	0	0	0	5.09233e-14	0	0	0	0	7	7.5	0.658001
setup	0	2008-07-17 17:00:00	0.00111514	0.000132949	0.000540883	0.0404238	0.000542527	3.59748e-07	2.64041e-08	0.0006134	0.000423803	1.94698e-07	0.000119336	0	0	-2.29681e-09	0	1.90672e-07	6.19126e-07	2.47368e-07	1.53105e-06	3.98134e-05	3.21337e-07	1.00634e-11	0	0	1.11773e-09	0	0	0	5.32048e-10	0	0	0	5.05175e-14	0	0	0	0	7	7.5	0.658951
setup	0	2008-07-17 18:00:00	0.00111718	0.000133108	0.000540664	0.0404109	0.000542631	3.58399e-07	2.62663e-08	0.000602053	0.00042346	1.94497e-07	0.000119249	0	0	-2.2918e-09	0	1.91545e-07	6.1851e-07	2.52597e-07	1.52169e-06	2.91699e-05	3.19843e-07	9.82542e-12	0	0	1.09505e-09	0	0	0	5.3234e-10	0	0	0	4.94438e-14	0	0	0	0	7	7.5	0.659071
setup	0	2008-07-17 19:00:00	0.00111829	0.000133251	0.000540449	0.0403989	0.000542783	3.55497e-07	2.61754e-08	0.00058987	0.000422847	1.9471e-07	0.000119197	0	0	-2.27478e-09	0	8.56399e-08	6.18016e-07	2.54688e-07	1.51356e-06	2.59852e-05	3.16921e-07	9.6647e-12	0	0	1.06644e-09	0	0	0	5.31851e-10	0	0	0	4.77348e-14	0	0	0	0	7	7.5	0.658071
setup	0	2008-07-17 20:00:00	0.00111858	0.000133378	0.00054024	0.0403863	0.000542886	3.49538e-07	2.60562e-08	0.000579025	0.000422326	1.94953e-07	0.000119108	0	0	-2.24743e-09	0	1.90762e-07	6.17388e-07	2.55592e-07	1.50611e-06	2.55387e-05	3.11083e-07	9.49557e-12	0	0	1.0343e-09	0	0	0	5.30837e-10	0	0	0	4.55339e-14	0	0	0	0	7	7.5	0.656844
setup	0	2008-07-17 21:00:00	0.00111816	0.000133491	0.000540037	0.0403738	0.000542988	3.40882e-07	2.5943e-08	0.000569324	0.000421912	1.95143e-07	0.00011902	0	0	-2.21328e-09	0	1.91538e-07	6.16752e-07	2.56524e-07	1.49948e-06	2.50591e-05	3.02825e-07	9.34459e-12	0	0	1.00054e-09	0	0	0	5.29016e-10	0	0	0	4.41191e-14	0	0	0	0	7	7.5	0.655715
setup	0	2008-07-17 22:00:00	0.00111714	0.00013359	0.000539842	0.0403615	0.000543089	3.30625e-07	2.58313e-08	0.000560668	0.000421572	1.95307e-07	0.000118932	0	0	-2.17568e-09	0	1.92324e-07	6.16109e-07	2.57461e-07	1.49327e-06	2.45837e-05	2.93219e-07	9.1893e-12	0	0	9.6826e-10	0	0	0	5.26393e-10	0	0	0	4.33114e-14	0	0	0	0	7	7.5	0.654569
setup	0	2008-07-17 23:00:00	0.00111564	0.000133675	0.000539654	0.0403501	0.000543237	3.1945e-07	2.5762e-08	0.000552939	0.00042131	1.95478e-07	0.000118883	0	0	-2.13641e-09	0	8.58077e-08	6.15589e-07	2.58402e-07	1.48816e-06	2.41294e-05	2.82859e-07	9.08983e-12	0	0	9.40209e-10	0	0	0	5.23521e-10	0	0	0	4.26591e-14	0	0	0	0	7	7.5	0.653451
