#%info
#%EC station description
#   Kapiti = "The Savanna site in Kenya"

#   author  = ""
#   contact = ""
#   date    = "2021-05-10"
#   comments = ""
#
#%abbreviations
#   NEE = "Co2 flux"
#   H2O = "H2O flux"
#   LE = "Latent heat flux"
#   H = "sensible heat flux"
#   ET = "Evapotranspiration"
#   LAI = "LAI"
#%units
#   NEE = "micromolm-2s-1"
#   H2O = "mmol+1s-1m-2"
#   LE = "W+1m-2"
#   H = "W+1m-2"
#   ET = "mm+1hour-1"
#   LAI = "m2 m-2"
#

#%data
datetime	nee	h2o	LE	H	ET LAI
2020-04-07	-1.715986697	1.738938243	76.94525441	53.38310498	0.113153492	-99.99
2020-04-08	-1.537939791	1.598253152	70.74737389	50.937343	0.104037093	-99.99
2020-04-09	-1.363957875	1.484003015	65.71197207	50.70047358	0.09663368	0.3
2020-04-10	-1.03943716	1.440127372	63.77955325	50.82772879	0.093790544	-99.99
2020-04-11	-0.711171438	1.348557161	59.74652024	51.7529294	0.088134144	-99.99
2020-04-12	-0.621815207	1.271629197	56.34836511	52.27304838	0.083149211	-99.99
2020-04-13	-0.114287927	1.161620251	51.51583315	48.59653856	0.076029667	0.7
2020-04-14	0.2597475	1.128063109	50.05336286	47.13508623	0.073855168	1
2020-04-15	0.470576619	1.121663953	49.89414526	46.16291019	0.07360554	-99.99
2020-04-16	0.455054682	1.09233029	48.47671623	43.06945364	0.071506234	-99.99
2020-04-17	0.432677868	1.084024738	48.26842952	39.76009054	0.071170862	-99.99
2020-04-18	0.570308262	1.140228245	50.80241798	37.75013132	0.075526112	0.8
2020-04-19	0.414337617	1.221252392	54.50598295	36.12216342	0.081314059	-99.99
2020-04-20	0.112392402	1.197730181	53.48401871	33.52256454	0.079789819	-99.99
2020-04-21	-0.117799171	1.232579809	55.02503943	30.94755595	0.081770724	-99.99
2020-04-22	-0.22981019	1.310723169	58.48112115	30.35150633	0.08683442	0.3
2020-04-23	-0.75309607	1.396371899	62.06402766	32.62170908	0.092103618	-99.99
2020-04-24	-0.841708353	1.417868577	63.00410241	32.28509141	0.093496611	-99.99
2020-04-25	-0.59614169	1.478304195	65.7642244	31.89711267	0.098000024	-99.99
2020-04-26	-0.214136092	1.577867426	70.15760783	33.9693761	0.104451723	1.4
2020-04-27	-0.219173397	1.614614509	71.63082903	35.52954933	0.106630101	-99.99
2020-04-28	-0.485897114	1.650454338	73.15538726	38.81637757	0.108239261	-99.99
2020-04-29	-0.368549132	1.689284738	74.73586669	40.2384849	0.110217883	-99.99
2020-04-30	-0.19434093	1.71352271	75.79301688	41.79633362	0.111788495	1.7
2020-05-01	0.053393014	1.720044587	76.07955413	41.80422511	0.112211104	-99.99
2020-05-02	0.020862233	1.714097694	75.82189829	40.93180944	0.11182574	-99.99
2020-05-03	0.202057687	1.677000485	74.19522533	38.59213664	0.109421844	-99.99
2020-05-04	0.06153092	1.655059694	73.4898105	38.05255828	0.108382627	1.7
2020-05-05	-0.34466377	1.564652514	69.30412065	35.20411608	0.101772023	-99.99
2020-05-06	-0.739862939	1.47979691	65.56572327	32.55420849	0.096273383	-99.99
2020-05-07	-0.805887776	1.466546718	64.98281163	31.28340927	0.095414772	-99.99
2020-05-08	-0.860975128	1.469991185	65.29521213	30.2763612	0.095888085	1.5
2020-05-09	-0.934043475	1.476214203	65.55814904	29.63941371	0.096291344	-99.99
2020-05-10	-1.029223284	1.476073252	65.56015999	30.04238581	0.096282207	-99.99
2020-05-11	-1.182414249	1.491017598	66.22355653	29.44818354	0.097250615	-99.99
2020-05-12	-1.146628087	1.505503142	66.85945794	30.01793554	0.098189277	1.3
2020-05-13	-1.274339072	1.550870601	68.85978799	32.00837576	0.101129086	-99.99
2020-05-14	-1.405457789	1.613374908	71.34459291	34.08385237	0.104796811	-99.99
2020-05-15	-1.299485638	1.631462623	72.13458808	36.14581372	0.105968889	-99.99
2020-05-16	-1.237459997	1.634694903	72.27604469	37.38634018	0.106178342	0.8
2020-05-17	-1.346782799	1.646767168	72.8120284	38.77155581	0.106960624	-99.99
2020-05-18	-1.263965983	1.590349276	70.17737859	37.62381271	0.103054635	-99.99
2020-05-19	-1.234724526	1.509226574	66.62481705	36.65708648	0.097797881	-99.99
2020-05-20	-1.323983972	1.520459333	67.11386759	37.60266557	0.098525775	1.3
2020-05-21	-1.42957075	1.502621657	66.32134663	39.25670607	0.097369899	-99.99
2020-05-22	-1.4293989	1.479073452	65.27002182	39.95254252	0.095843976	-99.99
2020-05-23	-1.339700802	1.433617321	63.25548483	39.6039838	0.09289842	-99.99
2020-05-24	-1.32105542	1.394506019	61.53692012	40.46759113	0.090364006	0.3
2020-05-25	-1.458522194	1.424586766	62.8587877	43.20548756	0.092313242	-99.99
2020-05-26	-1.495293363	1.444242194	63.71855297	45.86344014	0.093586904	-99.99
2020-05-27	-1.344875734	1.403152092	61.90193958	46.49885779	0.090924266	-99.99
2020-05-28	-1.301121042	1.409032332	62.15034803	49.76960625	0.091305301	0.3
2020-05-29	-1.32016049	1.387334621	61.19143662	50.92995375	0.090149796	-99.99
2020-05-30	-1.339272396	1.342242764	59.20228438	52.00225865	0.08722784	-99.99
2020-05-31	-1.353008719	1.293873935	57.0720294	52.28948429	0.084093532	-99.99
2020-06-01	-1.504060692	1.264911426	55.79717729	53.78723892	0.082216759	0.3
2020-06-02	-1.514528863	1.224635633	54.02541575	54.34226678	0.079606884	-99.99
2020-06-03	-1.269622936	1.112069057	49.06852956	50.64298229	0.072312572	-99.99
2020-06-04	-1.155613447	1.035565874	45.70044088	46.82423382	0.067580878	-99.99
2020-06-05	-0.737569294	0.973710399	42.98831368	41.96116086	0.063817901	0.7
2020-06-06	-0.623568952	0.986047909	43.61488867	42.49996884	0.06473407	-99.99
2020-06-07	-0.581643812	0.976729946	43.2083404	41.30679149	0.064130271	-99.99
2020-06-08	-0.35319291	0.986301522	43.63722445	40.22921035	0.064499998	-99.99
2020-06-09	-0.101886333	0.973732301	43.10330015	36.29758421	0.063685512	0.9
2020-06-10	0.111783521	0.94175375	41.70654901	33.9883742	0.061613302	-99.99
2020-06-11	0.3510837	0.904598124	40.08678888	31.2352128	0.059205623	-99.99
2020-06-12	0.369043648	0.913129242	40.47455573	30.40741859	0.059758439	-99.99
2020-06-13	0.26136961	0.952463689	42.21476555	31.49144567	0.062307312	0.8
2020-06-14	0.191022522	0.952772451	42.31230742	32.48460617	0.062465714	-99.99
2020-06-15	-0.128173359	0.963898428	42.83570144	35.19221638	0.063012297	-99.99
2020-06-16	-0.266953967	0.970068538	43.15379936	34.69851337	0.063478918	-99.99
2020-06-17	-0.332459801	0.958176389	42.62875042	34.66752599	0.0627083	0.7
2020-06-18	-0.44605193	0.938175202	41.73914859	34.5574402	0.06141223	-99.99
2020-06-19	-0.603471587	0.915961217	40.74292991	37.27403071	0.059972761	-99.99
2020-06-20	-0.737492553	0.917483238	40.80004764	39.01432956	0.060071385	-99.99
2020-06-21	-0.827717793	0.914089596	40.63829798	41.9569059	0.059851478	0.1
2020-06-22	-0.819678287	0.885550849	39.36949952	43.58432092	0.058002174	-99.99
2020-06-23	-0.876165781	0.896221364	39.82786056	47.65178818	0.05869362	-99.99
2020-06-24	-0.775226779	0.891095051	39.51381381	49.88732557	0.057997329	-99.99
2020-06-25	-0.787629333	0.876521584	38.82012009	53.44426729	0.056982093	0.7
2020-06-26	-0.630960082	0.779394145	34.51226708	51.68618995	0.050656583	-99.99
2020-06-27	-0.614007577	0.743108492	32.914478	52.07559773	0.048305274	-99.99
2020-06-28	-0.656695993	0.735119472	32.57176724	54.65883175	0.047804455	-99.99
2020-06-29	-0.60870949	0.719242831	31.88635683	55.0867053	0.046796741	0.2
2020-06-30	-0.591152455	0.710778584	31.52924172	56.49773233	0.046275375	-99.99
2020-07-01	-0.54037951	0.704379082	31.26895462	56.73323633	0.045896836	-99.99
2020-07-02	-0.499252729	0.699964859	31.10894117	56.8907043	0.045661404	0.2
