row,time,.nee.sim.val
591,2019-08-15T23:00:00,-1.3555199999999994
592,2019-08-16T23:00:00,-0.5249199999999998
593,2019-08-17T23:00:00,0.00702999999999987
594,2019-08-18T23:00:00,0.91161
595,2019-08-19T23:00:00,1.8081
596,2019-08-20T23:00:00,2.2553300000000003
597,2019-08-21T23:00:00,2.67888
598,2019-08-22T23:00:00,3.023347
599,2019-08-23T23:00:00,3.3903680000000005
600,2019-08-24T23:00:00,4.953407
601,2019-08-25T23:00:00,4.3374485
602,2019-08-26T23:00:00,4.261208
603,2019-08-27T23:00:00,4.25702101
604,2019-08-28T23:00:00,5.148589439
605,2019-08-29T23:00:00,5.0336300000000005
606,2019-08-30T23:00:00,5.11514
607,2019-08-31T23:00:00,5.16495
608,2019-09-01T23:00:00,5.6162
609,2019-09-02T23:00:00,5.77534
610,2019-09-03T23:00:00,5.29795
611,2019-09-04T23:00:00,5.02979
612,2019-09-05T23:00:00,4.7838
613,2019-09-06T23:00:00,4.7922199999999995
614,2019-09-07T23:00:00,4.97395
615,2019-09-08T23:00:00,4.76194
616,2019-09-09T23:00:00,4.64545
617,2019-09-10T23:00:00,6.69168
618,2019-09-11T23:00:00,5.7526
619,2019-09-12T23:00:00,5.41194
620,2019-09-13T23:00:00,5.2467
621,2019-09-14T23:00:00,5.11725
622,2019-09-15T23:00:00,4.99902
623,2019-09-16T23:00:00,4.85496
624,2019-09-17T23:00:00,4.6689300000000005
625,2019-09-18T23:00:00,4.58513
626,2019-09-19T23:00:00,4.46058462219
627,2019-09-20T23:00:00,4.332249226
628,2019-09-21T23:00:00,4.2715176651
629,2019-09-22T23:00:00,4.3328508465999995
630,2019-09-23T23:00:00,4.7195696757
631,2019-09-24T23:00:00,5.211119371900001
632,2019-09-25T23:00:00,5.190328013599999
633,2019-09-26T23:00:00,7.6753901167
