row,time,.water.sim.soilwater_5cm
690,2019-11-22T23:00:00,28.1962
691,2019-11-23T23:00:00,28.4938
692,2019-11-24T23:00:00,28.3542
693,2019-11-25T23:00:00,28.3343
694,2019-11-26T23:00:00,28.5345
695,2019-11-27T23:00:00,27.9121
696,2019-11-28T23:00:00,27.1193
697,2019-11-29T23:00:00,27.1488
698,2019-11-30T23:00:00,28.9618
699,2019-12-01T23:00:00,32.229
700,2019-12-02T23:00:00,28.9629
701,2019-12-03T23:00:00,28.2864
702,2019-12-04T23:00:00,27.6744
703,2019-12-05T23:00:00,27.5878
704,2019-12-06T23:00:00,28.1586
705,2019-12-07T23:00:00,28.2037
706,2019-12-08T23:00:00,27.9305
707,2019-12-09T23:00:00,28.3081
708,2019-12-10T23:00:00,28.2323
709,2019-12-11T23:00:00,27.9837
710,2019-12-12T23:00:00,27.8639
711,2019-12-13T23:00:00,27.905
712,2019-12-14T23:00:00,28.0117
713,2019-12-15T23:00:00,28.1639
714,2019-12-16T23:00:00,27.7086
715,2019-12-17T23:00:00,26.995
716,2019-12-18T23:00:00,26.2455
717,2019-12-19T23:00:00,25.3968
718,2019-12-20T23:00:00,28.0134
719,2019-12-21T23:00:00,28.1247
720,2019-12-22T23:00:00,27.2987
721,2019-12-23T23:00:00,28.2848
722,2019-12-24T23:00:00,28.2111
723,2019-12-25T23:00:00,28.1817
724,2019-12-26T23:00:00,27.6033
725,2019-12-27T23:00:00,26.7797
726,2019-12-28T23:00:00,27.7916
727,2019-12-29T23:00:00,27.7545
728,2019-12-30T23:00:00,26.6086
729,2019-12-31T23:00:00,26.4787
730,2020-01-01T23:00:00,25.3492
731,2020-01-02T23:00:00,25.045
732,2020-01-03T23:00:00,24.5012
733,2020-01-04T23:00:00,23.6293
734,2020-01-05T23:00:00,22.8077
735,2020-01-06T23:00:00,22.2849
736,2020-01-07T23:00:00,22.8066
737,2020-01-08T23:00:00,24.7986
738,2020-01-09T23:00:00,24.5288
739,2020-01-10T23:00:00,23.4246
740,2020-01-11T23:00:00,22.3142
741,2020-01-12T23:00:00,21.4199
742,2020-01-13T23:00:00,28.2292
743,2020-01-14T23:00:00,28.175
744,2020-01-15T23:00:00,27.5185
745,2020-01-16T23:00:00,26.8007
746,2020-01-17T23:00:00,26.0607
747,2020-01-18T23:00:00,26.4773
748,2020-01-19T23:00:00,24.9276
749,2020-01-20T23:00:00,23.6473
750,2020-01-21T23:00:00,22.491
751,2020-01-22T23:00:00,21.4019
752,2020-01-23T23:00:00,20.6055
753,2020-01-24T23:00:00,20.8894
754,2020-01-25T23:00:00,26.3146
755,2020-01-26T23:00:00,28.1423
756,2020-01-27T23:00:00,27.9597
757,2020-01-28T23:00:00,28.0248
758,2020-01-29T23:00:00,28.037
759,2020-01-30T23:00:00,27.5863
760,2020-01-31T23:00:00,28.0266
761,2020-02-01T23:00:00,28.1828
762,2020-02-02T23:00:00,27.989
763,2020-02-03T23:00:00,27.6923
764,2020-02-04T23:00:00,26.7751
765,2020-02-05T23:00:00,25.8612
766,2020-02-06T23:00:00,24.8945
767,2020-02-07T23:00:00,23.9534
768,2020-02-08T23:00:00,23.1408
769,2020-02-09T23:00:00,22.2776
770,2020-02-10T23:00:00,21.4097
771,2020-02-11T23:00:00,20.5315
772,2020-02-12T23:00:00,19.6983
773,2020-02-13T23:00:00,20.8449
774,2020-02-14T23:00:00,20.1104
775,2020-02-15T23:00:00,22.3081
776,2020-02-16T23:00:00,21.3122
777,2020-02-17T23:00:00,20.3026
778,2020-02-18T23:00:00,19.5494
779,2020-02-19T23:00:00,19.1725
780,2020-02-20T23:00:00,18.3149
781,2020-02-21T23:00:00,17.5279
782,2020-02-22T23:00:00,16.8217
783,2020-02-23T23:00:00,16.2081
784,2020-02-24T23:00:00,15.5408
785,2020-02-25T23:00:00,14.950999999999999
786,2020-02-26T23:00:00,18.5504
787,2020-02-27T23:00:00,17.971
788,2020-02-28T23:00:00,17.0115
789,2020-02-29T23:00:00,16.1658
790,2020-03-01T23:00:00,23.6197
791,2020-03-02T23:00:00,28.3451
792,2020-03-03T23:00:00,26.5567
793,2020-03-04T23:00:00,27.9431
794,2020-03-05T23:00:00,27.8276
795,2020-03-06T23:00:00,26.2712
796,2020-03-07T23:00:00,25.0947
797,2020-03-08T23:00:00,27.668000000000003
798,2020-03-09T23:00:00,27.7333
799,2020-03-10T23:00:00,26.3066
800,2020-03-11T23:00:00,24.8725
801,2020-03-12T23:00:00,24.6845
802,2020-03-13T23:00:00,24.8785
803,2020-03-14T23:00:00,26.4255
804,2020-03-15T23:00:00,24.1291
805,2020-03-16T23:00:00,22.5885
806,2020-03-17T23:00:00,22.3718
807,2020-03-18T23:00:00,22.0342
808,2020-03-19T23:00:00,21.5946
809,2020-03-20T23:00:00,21.2544
810,2020-03-21T23:00:00,20.159000000000002
811,2020-03-22T23:00:00,19.2456
812,2020-03-23T23:00:00,18.2682
813,2020-03-24T23:00:00,17.4448
814,2020-03-25T23:00:00,18.4992
815,2020-03-26T23:00:00,28.4227
816,2020-03-27T23:00:00,29.0996
817,2020-03-28T23:00:00,27.768
818,2020-03-29T23:00:00,27.8647
819,2020-03-30T23:00:00,26.991999999999997
820,2020-03-31T23:00:00,27.1601
821,2020-04-01T23:00:00,25.982
822,2020-04-02T23:00:00,25.3363
823,2020-04-03T23:00:00,25.9248
824,2020-04-04T23:00:00,24.2557
825,2020-04-05T23:00:00,23.6959
826,2020-04-06T23:00:00,24.3317
827,2020-04-07T23:00:00,22.9269
828,2020-04-08T23:00:00,21.9048
829,2020-04-09T23:00:00,21.0961
830,2020-04-10T23:00:00,20.1598
831,2020-04-11T23:00:00,19.9259
832,2020-04-12T23:00:00,21.1578
833,2020-04-13T23:00:00,20.357
834,2020-04-14T23:00:00,20.287
835,2020-04-15T23:00:00,24.7521
836,2020-04-16T23:00:00,28.0027
837,2020-04-17T23:00:00,39.7278
838,2020-04-18T23:00:00,43.3428
839,2020-04-19T23:00:00,28.7224
840,2020-04-20T23:00:00,28.8292
841,2020-04-21T23:00:00,28.2858
842,2020-04-22T23:00:00,30.7264
843,2020-04-23T23:00:00,28.0785
844,2020-04-24T23:00:00,39.1052
845,2020-04-25T23:00:00,34.9321
846,2020-04-26T23:00:00,27.9837
847,2020-04-27T23:00:00,28.294
848,2020-04-28T23:00:00,28.2441
849,2020-04-29T23:00:00,28.1593
850,2020-04-30T23:00:00,27.9607
851,2020-05-01T23:00:00,28.0948
852,2020-05-02T23:00:00,27.8708
853,2020-05-03T23:00:00,27.9712
854,2020-05-04T23:00:00,27.9732
855,2020-05-05T23:00:00,28.1045
856,2020-05-06T23:00:00,28.3575
857,2020-05-07T23:00:00,27.9841
858,2020-05-08T23:00:00,27.741
859,2020-05-09T23:00:00,27.9229
860,2020-05-10T23:00:00,28.3098
861,2020-05-11T23:00:00,27.9682
862,2020-05-12T23:00:00,27.9503
863,2020-05-13T23:00:00,28.0411
864,2020-05-14T23:00:00,28.0794
865,2020-05-15T23:00:00,28.5585
866,2020-05-16T23:00:00,28.0907
867,2020-05-17T23:00:00,27.5649
868,2020-05-18T23:00:00,27.0734
869,2020-05-19T23:00:00,27.4839
870,2020-05-20T23:00:00,27.875999999999998
871,2020-05-21T23:00:00,27.546
872,2020-05-22T23:00:00,27.1062
873,2020-05-23T23:00:00,26.5898
874,2020-05-24T23:00:00,26.0766
875,2020-05-25T23:00:00,25.5824
876,2020-05-26T23:00:00,25.7372
877,2020-05-27T23:00:00,25.5164
878,2020-05-28T23:00:00,25.5955
879,2020-05-29T23:00:00,25.7273
880,2020-05-30T23:00:00,25.2891
881,2020-05-31T23:00:00,24.8105
882,2020-06-01T23:00:00,24.3354
883,2020-06-02T23:00:00,24.2374
884,2020-06-03T23:00:00,24.169
885,2020-06-04T23:00:00,23.8473
886,2020-06-05T23:00:00,23.4039
887,2020-06-06T23:00:00,22.9517
888,2020-06-07T23:00:00,24.4511
889,2020-06-08T23:00:00,26.2234
890,2020-06-09T23:00:00,25.429000000000002
891,2020-06-10T23:00:00,25.1035
892,2020-06-11T23:00:00,25.7704
893,2020-06-12T23:00:00,27.5522
894,2020-06-13T23:00:00,27.8804
895,2020-06-14T23:00:00,27.9774
896,2020-06-15T23:00:00,27.9193
897,2020-06-16T23:00:00,27.3104
898,2020-06-17T23:00:00,26.7868
899,2020-06-18T23:00:00,26.2742
900,2020-06-19T23:00:00,25.7531
901,2020-06-20T23:00:00,26.951999999999998
902,2020-06-21T23:00:00,28.076999999999998
903,2020-06-22T23:00:00,28.0542
904,2020-06-23T23:00:00,27.4924
905,2020-06-24T23:00:00,28.1749
906,2020-06-25T23:00:00,27.5743
907,2020-06-26T23:00:00,27.015
908,2020-06-27T23:00:00,26.3876
909,2020-06-28T23:00:00,25.6777
910,2020-06-29T23:00:00,24.9306
911,2020-06-30T23:00:00,24.2032
912,2020-07-01T23:00:00,23.4718
