source	id	datetime	irri[mm]	prec[mm]	throughf[mm]	evapot[mm]	transp[mm]	evacep[mm]	evasoil[mm]	evasurfacewater[mm]	runoff[mm]	percol[mm]	infiltration[mm]	groundwateraccess[mm]	capillaryrise[mm]	snow_height[mm]	snow[mmh2oeq]	surfacewater[mm]	soil_water[mm]	root_soil_water[mm]	leafwater[mm]	soilwater_floor[%]	soilwater_5cm[%]	soilwater_10cm[%]	soilwater_15cm[%]	soilwater_20cm[%]	soilwater_30cm[%]	soilwater_50cm[%]	soilwater_100cm[%]	groundwaterdepth[m]
setup	0	2020-02-26 23:00:00	0	4.31	3.32917	3.71518	1.18903	0.980831	0.197519	0	0	3.49276e-10	3.32917	0	0	0	0	0	105.633	105.633	0	-99.99	18.486	19.1218	18.5954	18.4955	24.3734	24.505	-99.99	99
setup	0	2020-02-27 23:00:00	0	1.46	0.473071	3.71649	1.14792	0.986929	0.196284	0	0	7.52731e-11	0.473071	0	0	0	0	0	104.762	104.762	0	-99.99	17.9208	19.1839	18.6238	18.4036	24.2015	24.3411	-99.99	99
setup	0	2020-02-28 23:00:00	0	0.47	0	3.87068	1.36249	0.47	0.239032	0	0	1.64313e-11	0	0	0	0	0	0	103.16	103.16	0	-99.99	16.974	18.7904	18.4411	18.2692	23.9859	24.135	-99.99	99
setup	0	2020-02-29 23:00:00	0	0.22	0	4.03739	1.45632	0.22	0.260139	0	0	3.33067e-12	0	0	0	0	0	0	101.444	101.444	0	-99.99	16.1301	18.2716	18.1022	18.0097	23.7488	23.9076	-99.99	99
setup	0	2020-03-01 23:00:00	0	9.67	8.51326	3.68005	1.39544	1.15674	0.17993	0	0	0	8.51326	0	0	0	0	0	108.381	108.381	0	-99.99	23.4499	21.1575	18.8241	18.1426	23.6999	23.8609	-99.99	99
setup	0	2020-03-02 23:00:00	0	13.09	11.7681	3.71821	1.6538	1.32187	0.158161	0	0.0141785	0	11.754	0	0	0	0	0	118.323	118.323	0	-99.99	28.2636	28.9826	22.4179	19.791	23.7892	23.949	-99.99	99
setup	0	2020-03-03 23:00:00	0	2.41	1.39597	3.89693	2.02578	1.01403	0.17614	0	0	0	1.39597	0	0	0	0	0	117.518	117.518	0	-99.99	26.4311	27.2827	24.6713	22.5219	23.6982	23.8562	-99.99	99
setup	0	2020-03-04 23:00:00	0	6.78	5.61138	3.54372	1.75788	1.16862	0.137519	0	0	0	5.61138	0	0	0	0	0	121.234	121.234	0	-99.99	27.8381	29.3483	26.4413	23.7919	23.8907	23.8371	-99.99	99
setup	0	2020-03-05 23:00:00	0	5.47	4.28881	3.67123	1.91436	1.18119	0.132413	0	0	0	4.28881	0	0	0	0	0	123.476	123.476	0	-99.99	27.7446	30.2547	28.0538	25.3028	24.2637	23.8078	-99.99	99
setup	0	2020-03-06 23:00:00	0	1.35	0.322342	3.94119	2.16507	1.02766	0.162657	0	0	4.86279e-05	0.322342	0	0	0	0	0	121.47	121.47	0	-99.99	26.179	28.3063	26.8791	25.2512	24.6928	23.7179	-99.99	99
setup	0	2020-03-07 23:00:00	0	1.56	0.525646	3.93894	2.04213	1.03435	0.178335	0	0	0.000410759	0.525646	0	0	0	0	0	119.775	119.775	0	-99.99	25.0104	27.1309	26.0331	24.8776	24.9625	23.6471	-99.99	99
setup	0	2020-03-08 23:00:00	0	6.71	5.51628	3.63831	1.81979	1.19372	0.141133	0	0	0.000986311	5.51628	0	0	0	0	0	123.329	123.329	0	-99.99	27.548	29.1137	26.8769	25.0475	25.1612	23.6837	-99.99	99
setup	0	2020-03-09 23:00:00	0	5.27	4.06748	3.80096	2.00556	1.20252	0.138034	0	0	0.00152966	4.06748	0	0	0	0	0	125.252	125.252	0	-99.99	27.647	30.0162	28.1281	25.9614	25.3567	23.7295	-99.99	99
setup	0	2020-03-10 23:00:00	0	1.36	0.313899	3.88651	2.12587	1.0461	0.157643	0	0	0.00192455	0.313899	0	0	0	0	0	123.28	123.28	0	-99.99	26.2182	28.4125	27.1534	25.7775	25.5786	23.7348	-99.99	99
setup	0	2020-03-11 23:00:00	0	1.12	0.0719109	3.7614	1.9124	1.04809	0.166685	0	0	0.0022391	0.0719109	0	0	0	0	0	121.271	121.271	0	-99.99	24.8007	27.2084	26.3258	25.357	25.6913	23.7518	-99.99	99
setup	0	2020-03-12 23:00:00	0	2.23	1.17841	3.68028	1.80095	1.05159	0.168839	0	0	0.00252965	1.17841	0	0	0	0	0	120.477	120.477	0	-99.99	24.6062	26.6421	25.7533	24.9504	25.7021	23.7963	-99.99	99
setup	0	2020-03-13 23:00:00	0	2.85	1.798	3.82361	1.88806	1.052	0.179856	0	0	0.00272179	1.798	0	0	0	0	0	120.204	120.204	0	-99.99	24.7878	26.4615	25.4248	24.6327	25.6405	23.8499	-99.99	99
setup	0	2020-03-14 23:00:00	0	4.79	3.73542	3.82137	1.95775	1.05458	0.172995	0	0	0.00276111	3.73542	0	0	0	0	0	121.806	121.806	0	-99.99	26.3067	27.2982	25.6717	24.5721	25.5806	23.929	-99.99	99
setup	0	2020-03-15 23:00:00	0	0.05	0	3.91742	2.58189	0.05	0.256033	0	0	0.00263957	0	0	0	0	0	0	118.965	118.965	0	-99.99	24.0514	26.1005	25.1354	24.3059	25.4205	23.9132	-99.99	99
setup	0	2020-03-16 23:00:00	0	0.26	0	3.89059	2.22298	0.26	0.260595	0	0	0.00244344	0	0	0	0	0	0	116.479	116.479	0	-99.99	22.5293	24.9455	24.3828	23.8624	25.2595	23.8899	-99.99	99
setup	0	2020-03-17 23:00:00	0	1.9	0.842257	3.79186	1.61548	1.05774	0.200836	0	0	0.00225397	0.842257	0	0	0	0	0	115.503	115.503	0	-99.99	22.3088	24.4376	23.904	23.5093	25.1318	23.8978	-99.99	99
setup	0	2020-03-18 23:00:00	0	1.81	0.754579	3.73353	1.5398	1.05542	0.199333	0	0	0.00206818	0.754579	0	0	0	0	0	114.517	114.517	0	-99.99	21.9726	24.0381	23.5264	23.1934	24.9829	23.8955	-99.99	99
setup	0	2020-03-19 23:00:00	0	1.67	0.617402	3.7208	1.48853	1.0526	0.200816	0	0	0.00187096	0.617402	0	0	0	0	0	113.443	113.443	0	-99.99	21.5363	23.6306	23.1745	22.9003	24.8213	23.8803	-99.99	99
setup	0	2020-03-20 23:00:00	0	1.69	0.642491	3.64329	1.41065	1.04751	0.196739	0	0	0.00166163	0.642491	0	0	0	0	0	112.476	112.476	0	-99.99	21.1984	23.2708	22.8535	22.6294	24.659	23.8565	-99.99	99
setup	0	2020-03-21 23:00:00	0	0.46	0	3.78817	1.71144	0.46	0.254146	0	0	0.00143534	0	0	0	0	0	0	110.509	110.509	0	-99.99	20.1121	22.5505	22.3381	22.2256	24.4395	23.7812	-99.99	99
setup	0	2020-03-22 23:00:00	0	0.54	0	3.72287	1.54786	0.54	0.242751	0	0	0.00121201	0	0	0	0	0	0	108.717	108.717	0	-99.99	19.2029	21.8754	21.7962	21.7537	24.2237	23.6987	-99.99	99
setup	0	2020-03-23 23:00:00	0	0.01	0	3.70489	1.69913	0.01	0.279239	0	0	0.000991456	0	0	0	0	0	0	106.738	106.738	0	-99.99	18.2292	21.1723	21.1529	21.1437	23.9851	23.5806	-99.99	99
setup	0	2020-03-24 23:00:00	0	0.3	0	3.67467	1.46867	0.3	0.250969	0	0	0.000792777	0	0	0	0	0	0	105.018	105.018	0	-99.99	17.4089	20.5791	20.5841	20.5907	23.774	23.4656	-99.99	99
setup	0	2020-03-25 23:00:00	0	2.23	1.22252	3.63397	1.1536	1.00748	0.196447	0	0	0.000626636	1.22252	0	0	0	0	0	104.889	104.889	0	-99.99	18.4554	20.3776	20.236	20.2068	23.6274	23.3901	-99.99	99
setup	0	2020-03-26 23:00:00	0	16.34	14.8809	3.70522	1.53704	1.45914	0.151034	0	0.0217132	0.00049053	14.8592	0	0	0	0	0	118.06	118.06	0	-99.99	28.3408	27.943	22.506	20.8072	23.7691	23.5842	-99.99	99
setup	0	2020-03-27 23:00:00	0	14.16	12.898	3.35022	1.64169	1.26205	0.116211	0	0.029045	0.000384611	12.8689	0	0	0	0	0	129.171	129.171	0	-99.99	28.0958	37.1269	30.7265	24.6977	24.0501	23.8554	-99.99	99
setup	0	2020-03-28 23:00:00	0	6.51	5.39248	3.6693	2.11638	1.11752	0.115395	0	0	0.00031177	5.39248	0	0	0	0	0	132.331	132.331	0	-99.99	27.7093	31.8264	34.8051	31.9055	24.9108	23.8708	-99.99	99
setup	0	2020-03-29 23:00:00	0	6.05	4.96043	3.43305	2.01667	1.08957	0.0858392	0	0	0.000438122	4.96043	0	0	0	0	0	135.188	135.188	0	-99.99	27.8125	31.8651	31.8143	31.6043	28.192	23.9063	-99.99	99
setup	0	2020-03-30 23:00:00	0	1.01	0.0826119	3.62641	2.27888	0.927388	0.104231	0	0	0.00173296	0.0826119	0	0	0	0	0	132.886	132.886	0	-99.99	26.9366	30.7651	30.4408	29.7231	28.6819	23.9134	-99.99	99
setup	0	2020-03-31 23:00:00	0	2.04	1.13387	3.50022	2.13568	0.906133	0.111094	0	0	0.00456987	1.13387	0	0	0	0	0	131.769	131.769	0	-99.99	27.0958	29.9909	29.3771	28.6105	28.5336	24.0712	-99.99	99
setup	0	2020-04-01 23:00:00	0	0.87	0	3.53642	2.10954	0.87	0.128235	0	0	0.00655528	0	0	0	0	0	0	129.524	129.524	0	-99.99	25.9238	28.8839	28.39	27.7588	28.2688	24.2935	-99.99	99
setup	0	2020-04-02 23:00:00	0	1.38	0.519434	3.70543	2.15027	0.860566	0.154075	0	0	0.00700792	0.519434	0	0	0	0	0	127.732	127.732	0	-99.99	25.2739	28.011	27.523	27.0008	27.9605	24.5286	-99.99	99
setup	0	2020-04-03 23:00:00	0	2.84	2.00551	3.70496	2.14188	0.834493	0.161997	0	0	0.00657223	2.00551	0	0	0	0	0	127.428	127.428	0	-99.99	25.8412	27.8808	27.0597	26.4492	27.662	24.7532	-99.99	99
setup	0	2020-04-04 23:00:00	0	0.06	0	3.72722	2.58295	0.06	0.226842	0	0	0.00573619	0	0	0	0	0	0	124.612	124.612	0	-99.99	24.196	26.7937	26.2849	25.8265	27.2832	24.8668	-99.99	99
setup	0	2020-04-05 23:00:00	0	1.36	0.582756	3.70752	1.96637	0.777244	0.193613	0	0	0.00488209	0.582756	0	0	0	0	0	123.03	123.03	0	-99.99	23.6368	26.1176	25.6771	25.3229	26.9909	24.969	-99.99	99
setup	0	2020-04-06 23:00:00	0	2.69	1.94417	3.68259	1.98102	0.745832	0.19347	0	0	0.00409228	1.94417	0	0	0	0	0	122.795	122.795	0	-99.99	24.2534	26.0778	25.3502	24.926	26.7246	25.0446	-99.99	99
setup	0	2020-04-07 23:00:00	0	0.55	0	3.69436	1.99566	0.55	0.219697	0	0	0.00339468	0	0	0	0	0	0	120.577	120.577	0	-99.99	22.8714	25.3159	24.8658	24.5355	26.4369	25.0472	-99.99	99
setup	0	2020-04-08 23:00:00	0	0.64	0	3.66072	1.81103	0.64	0.219341	0	0	0.00279821	0	0	0	0	0	0	118.544	118.544	0	-99.99	21.8579	24.5152	24.2794	24.1022	26.1689	25.0216	-99.99	99
setup	0	2020-04-09 23:00:00	0	0.72	0.0782412	3.70567	1.7482	0.641759	0.227482	0	0	0.00229573	0.0782412	0	0	0	0	0	116.644	116.644	0	-99.99	21.0511	23.7857	23.6792	23.6182	25.8946	24.9662	-99.99	99
setup	0	2020-04-10 23:00:00	0	0.35	0	3.67203	1.79924	0.35	0.249981	0	0	0.00186216	0	0	0	0	0	0	114.593	114.593	0	-99.99	20.1182	23.0701	23.04	23.0247	25.5988	24.8717	-99.99	99
setup	0	2020-04-11 23:00:00	0	0.94	0.374669	3.71699	1.64424	0.565331	0.238715	0	0	0.00149393	0.374669	0	0	0	0	0	113.083	113.083	0	-99.99	19.8838	22.4853	22.4641	22.4589	25.3337	24.7712	-99.99	99
setup	0	2020-04-12 23:00:00	0	2.64	2.11377	3.69208	1.70476	0.526233	0.239438	0	0	0.00117702	2.11377	0	0	0	0	0	113.251	113.251	0	-99.99	21.0923	22.6158	22.1534	22.0147	25.1075	24.6766	-99.99	99
setup	0	2020-04-13 23:00:00	0	0.86	0.374508	3.5695	1.5882	0.485492	0.234923	0	0	0.000914003	0.374508	0	0	0	0	0	111.802	111.802	0	-99.99	20.3067	22.2839	21.8958	21.7305	24.8844	24.5575	-99.99	99
setup	0	2020-04-14 23:00:00	0	1.37	0.925841	3.75929	1.4673	0.444159	0.286006	0	0	0.000700524	0.925841	0	0	0	0	0	110.974	110.974	0	-99.99	20.2348	22.0418	21.6319	21.4702	24.6877	24.4459	-99.99	99
setup	0	2020-04-15 23:00:00	0	6.68	6.11663	3.84096	1.62318	0.563368	0.306532	0	0	0.000530073	6.11663	0	0	0	0	0	115.16	115.16	0	-99.99	24.6153	24.006	22.1845	21.5488	24.5801	24.403	-99.99	99
setup	0	2020-04-16 23:00:00	0	8.39	7.87427	3.66761	1.69972	0.515732	0.316835	0	0.00155947	0.000396613	7.87271	0	0	0	0	0	121.016	121.016	0	-99.99	27.8717	28.2517	24.6782	22.6853	24.5391	24.4091	-99.99	99
setup	0	2020-04-17 23:00:00	0	22.87	21.9278	3.71429	1.43729	0.942196	0.212767	0.59615	0.115932	0.000288783	21.2157	0	0	0	0	0	140.581	140.581	0	-99.99	38.801	42.1171	32.6715	26.9067	25.5189	25.2865	-99.99	99
setup	0	2020-04-18 23:00:00	0	23.48	22.6394	3.33587	1.31889	0.840558	0.131013	0.78849	0.181869	0.000236804	21.6691	0	0	0	0	0	160.8	160.8	0	-99.99	42.4949	42.28	41.7973	40.2597	28.8486	26.8893	-99.99	99
setup	0	2020-04-19 23:00:00	0	5.09	4.75289	3.43286	1.08281	0.337106	0.679226	0	0.000501849	0.000926985	4.75239	0	0	0	0	0	163.79	163.79	0	-99.99	28.6927	40.8372	41.7824	41.8412	36.5132	26.9754	-99.99	99
setup	0	2020-04-20 23:00:00	0	11.46	10.9757	3.27081	0.908311	0.484329	0.598623	0.111839	0.0117424	0.0197421	10.8521	0	0	0	0	0	173.115	173.115	0	-99.99	28.8027	38.8239	39.5364	40.7931	41.4073	28.3626	-99.99	99
setup	0	2020-04-21 23:00:00	0	9.08	8.76418	3.29647	0.661227	0.315817	0.712807	0.174207	0.00374284	2.86396	8.58623	0	0	0	0	0	177.463	177.463	0	-99.99	28.2808	38.0473	38.3218	39.1194	41.3988	35.309	-99.99	99
setup	0	2020-04-22 23:00:00	0	15.71	15.1555	3.25442	0.449988	0.554467	0.621291	0.440343	0.0410842	7.59904	14.6741	0	0	0	0	0	183.467	183.467	0	-99.99	29.6289	41.6415	39.0031	38.2214	41.2173	36.3563	-99.99	99
setup	0	2020-04-23 23:00:00	0	10.58	10.2216	3.2419	0.366801	0.358445	0.783293	0.240533	0.0105998	7.70288	9.97042	0	0	0	0	0	184.584	184.584	0	-99.99	28.055	41.2395	41.1586	39.4236	40.6778	37.6303	-99.99	99
setup	0	2020-04-24 23:00:00	0	21.43	20.9594	3.41348	0.249219	0.470587	0.521708	1.24339	0.102326	10.6011	19.6137	0	0	0	0	0	192.826	192.826	0	-99.99	38.2011	41.9772	41.9413	42.1126	41.7342	39.2927	-99.99	99
setup	0	2020-04-25 23:00:00	0	14.98	14.7649	3.18219	0.189412	0.215092	0.625411	1.0319	0.047702	12.4945	13.6853	0	0	0	0	0	193.202	193.202	0	-99.99	33.5001	41.7313	41.8088	41.9216	41.6571	41.8572	-99.99	99
setup	0	2020-04-26 23:00:00	0	1.75	1.69774	3.33627	0.0899765	0.0522563	1.01877	0.0830057	0	10.2725	1.61474	0	0	0	0	0	183.436	183.436	0	-99.99	27.9598	32.4655	39.2556	41.3091	41.5069	41.7686	-99.99	99
setup	0	2020-04-27 23:00:00	0	2.94	2.90406	3.23177	0.0629224	0.0359365	0.900295	0.0960986	0	9.69233	2.80796	0	0	0	0	0	175.588	175.588	0	-99.99	28.2691	31.7705	31.6501	31.9241	41.4836	41.8697	-99.99	99
setup	0	2020-04-28 23:00:00	0	7.55	7.50461	3.20887	0.0279694	0.0453937	0.815654	0.352218	0.000381679	9.48845	7.15201	0	0	0	0	0	172.408	172.408	0	-99.99	28.2243	32.4754	32.2835	31.7514	39.082	41.7819	-99.99	99
setup	0	2020-04-29 23:00:00	0	6.52	6.4949	3.16865	0.0109218	0.0251022	0.831884	0.238042	0	9.42051	6.25686	0	0	0	0	0	168.401	168.401	0	-99.99	28.1365	31.9427	32.4609	32.0599	35.1891	41.6046	-99.99	99
setup	0	2020-04-30 23:00:00	0	3.29	3.28455	3.20817	0.0033165	0.0054451	0.840873	0.12809	0	9.29761	3.15646	0	0	0	0	0	161.416	161.416	0	-99.99	27.9378	31.8659	31.8377	31.855	35.2324	41.0866	-99.99	99
setup	0	2020-05-01 23:00:00	0	0.62	0.618702	3.26851	0.000679813	0.00129843	0.843078	0.134861	0	2.35654	0.48384	0	0	0	0	0	158.7	158.7	0	-99.99	28.0714	31.6552	31.6408	31.6445	35.1677	35.1709	-99.99	99
setup	0	2020-05-02 23:00:00	0	1.53	1.53	3.07242	4.1983e-05	0	0.786308	0.128016	0	1.07067	1.40198	0	0	0	0	0	158.245	158.245	0	-99.99	27.849	31.4253	31.4229	31.4535	35.1626	35.1839	-99.99	99
setup	0	2020-05-03 23:00:00	0	1.67	1.67	3.22449	0	0	0.830924	0.134354	0	0.26817	1.53565	0	0	0	0	0	158.681	158.681	0	-99.99	27.9482	31.7011	31.7712	31.8242	35.1558	35.2042	-99.99	99
setup	0	2020-05-04 23:00:00	0	0.71	0.71	3.39416	0	0	0.871567	0.141423	0	2.57334e-05	0.568577	0	0	0	0	0	158.378	158.378	0	-99.99	27.949	31.5103	31.504	31.6017	35.096	35.2103	-99.99	99
setup	0	2020-05-05 23:00:00	0	1.95	1.95	3.4216	0	0	0.882081	0.142567	0	0.80547	1.80743	0	0	0	0	0	158.498	158.498	0	-99.99	28.08	31.6381	31.5937	31.5721	35.1026	35.2248	-99.99	99
setup	0	2020-05-06 23:00:00	0	3.76	3.76	3.12652	0	0	0.819738	0.130272	0	2.15226	3.62973	0	0	0	0	0	159.156	159.156	0	-99.99	28.329	31.6878	31.5807	32.0444	35.1451	35.2539	-99.99	99
setup	0	2020-05-07 23:00:00	0	0.82	0.82	3.19373	0	0	0.820553	0.133072	0	0.538288	0.686928	0	0	0	0	0	158.484	158.484	0	-99.99	27.961	31.484	31.4608	31.7248	35.1159	35.26	-99.99	99
setup	0	2020-05-08 23:00:00	0	0.73	0.73	3.08439	0	0	0.789528	0.128516	0	0	0.601484	0	0	0	0	0	158.296	158.296	0	-99.99	27.7193	31.5161	31.6391	31.6351	35.0528	35.2646	-99.99	99
setup	0	2020-05-09 23:00:00	0	1.67	1.67	3.22775	0	0	0.826792	0.13449	0	0.808313	1.53551	0	0	0	0	0	158.196	158.196	0	-99.99	27.8999	31.4577	31.4366	31.4364	35.0672	35.2757	-99.99	99
setup	0	2020-05-10 23:00:00	0	4.37	4.37	3.10628	0	0	0.819715	0.129428	0	2.4298	4.24057	0	0	0	0	0	159.187	159.187	0	-99.99	28.2873	31.9619	31.8947	31.8741	35.1468	35.3032	-99.99	99
setup	0	2020-05-11 23:00:00	0	1.35	1.35	3.22714	0	0	0.829671	0.134464	0	1.08042	1.21554	0	0	0	0	0	158.493	158.493	0	-99.99	27.9452	31.6182	31.6162	31.6148	35.1206	35.3106	-99.99	99
setup	0	2020-05-12 23:00:00	0	2.05	2.05	3.24417	0	0	0.832558	0.135174	0	1.35141	1.91483	0	0	0	0	0	158.224	158.224	0	-99.99	27.9267	31.4403	31.4082	31.4185	35.1059	35.3188	-99.99	99
setup	0	2020-05-13 23:00:00	0	1.69	1.69	3.27679	0	0	0.845338	0.136533	0	0.270408	1.55347	0	0	0	0	0	158.661	158.661	0	-99.99	28.0177	31.709	31.753	31.7596	35.0867	35.3281	-99.99	99
setup	0	2020-05-14 23:00:00	0	1.96	1.96	3.42562	0	0	0.883352	0.142734	0	1.08233	1.81727	0	0	0	0	0	158.513	158.513	0	-99.99	28.0532	31.5335	31.5027	31.5473	35.1046	35.3348	-99.99	99
setup	0	2020-05-15 23:00:00	0	5.17	5.17	3.38022	0	0	0.857342	0.281685	0	3.52148	4.88831	0	0	0	0	0	159.022	159.022	0	-99.99	28.5203	31.8722	31.7374	31.6641	35.1629	35.3372	-99.99	99
setup	0	2020-05-16 23:00:00	0	0.93	0.93	3.16861	0	0	0.817005	0.132025	0	0.270638	0.797975	0	0	0	0	0	158.733	158.733	0	-99.99	28.068	31.6122	31.5661	31.5504	35.1933	35.3404	-99.99	99
setup	0	2020-05-17 23:00:00	0	0.07	0.07	3.16142	0	0	0.819408	0.07	0	0	0	0	0	0	0	0	157.913	157.913	0	-99.99	27.5428	31.2827	31.3133	31.3457	35.1293	35.3404	-99.99	99
setup	0	2020-05-18 23:00:00	0	0.14	0.14	3.08337	0	0	0.772344	0.128474	0	0	0.0115263	0	0	0	0	0	157.153	157.153	0	-99.99	27.0523	30.9761	31.0625	31.1451	35.0581	35.3405	-99.99	99
setup	0	2020-05-19 23:00:00	0	0.9	0.9	3.25263	0	0	0.817461	0.135526	0	0	0.764474	0	0	0	0	0	157.1	157.1	0	-99.99	27.4606	30.9046	30.875	30.9435	34.9886	35.3448	-99.99	99
setup	0	2020-05-20 23:00:00	0	1.27	1.27	3.32858	0	0	0.84386	0.138691	0	0	1.13131	0	0	0	0	0	157.387	157.387	0	-99.99	27.8469	31.1288	30.934	30.8536	34.9211	35.3511	-99.99	99
setup	0	2020-05-21 23:00:00	0	0.44	0.44	3.3162	0	0	0.832544	0.138175	0	0	0.301825	0	0	0	0	0	156.856	156.856	0	-99.99	27.5213	30.925	30.8238	30.7825	34.8477	35.3528	-99.99	99
setup	0	2020-05-22 23:00:00	0	0.2	0.2	3.19997	0	0	0.792367	0.133332	0	0	0.0666678	0	0	0	0	0	156.131	156.131	0	-99.99	27.0842	30.6156	30.6135	30.6174	34.7749	35.3531	-99.99	99
setup	0	2020-05-23 23:00:00	0	0.07	0.0662542	3.24819	0	0.00374576	0.80906	0.0662542	0	0	0	0	0	0	0	0	155.322	155.322	0	-99.99	26.568	30.2955	30.3519	30.4079	34.6989	35.3531	-99.99	99
setup	0	2020-05-24 23:00:00	0	0.1	0.0953299	3.338	0	0.00467007	0.811839	0.0953299	0	0	0	0	0	0	0	0	154.51	154.51	0	-99.99	26.0548	29.9741	30.0879	30.1959	34.6214	35.3531	-99.99	99
setup	0	2020-05-25 23:00:00	0	0.14	0.134191	3.33085	7.31378e-07	0.00580919	0.788226	0.132976	0	0	0.00121472	0	0	0	0	0	153.723	153.723	0	-99.99	25.5612	29.6615	29.8302	29.9883	34.5451	35.3531	-99.99	99
setup	0	2020-05-26 23:00:00	0	0.53	0.522795	3.44502	1.51198e-06	0.00720474	0.811233	0.136338	0	0	0.386458	0	0	0	0	0	153.298	153.298	0	-99.99	25.7151	29.3487	29.5718	29.7801	34.469	35.3545	-99.99	99
setup	0	2020-05-27 23:00:00	0	0.33	0.321093	3.48469	2.94274e-06	0.00890724	0.811669	0.136288	0	0	0.184805	0	0	0	0	0	152.671	152.671	0	-99.99	25.4943	29.0347	29.3112	29.569	34.3908	35.3552	-99.99	99
setup	0	2020-05-28 23:00:00	0	0.61	0.599029	3.44979	5.78454e-06	0.0109706	0.80051	0.13277	0	0	0.466259	0	0	0	0	0	152.337	152.337	0	-99.99	25.5741	28.8283	29.0605	29.3656	34.3156	35.3567	-99.99	99
setup	0	2020-05-29 23:00:00	0	0.75	0.73654	3.42358	1.09567e-05	0.01346	0.79395	0.129189	0	0	0.607351	0	0	0	0	0	152.15	152.15	0	-99.99	25.7024	28.82	28.8177	29.1681	34.2424	35.3586	-99.99	99
setup	0	2020-05-30 23:00:00	0	0.19	0.173549	3.31424	1.88238e-05	0.0164506	0.757193	0.121642	0	0	0.0519074	0	0	0	0	0	151.445	151.445	0	-99.99	25.2684	28.5783	28.5892	28.9717	34.1678	35.3587	-99.99	99
setup	0	2020-05-31 23:00:00	0	0.12	0.0999753	3.3383	3.42582e-05	0.0200247	0.755509	0.0999753	0	0	0	0	0	0	0	0	150.689	150.689	0	-99.99	24.7901	28.2848	28.3477	28.7734	34.0919	35.3587	-99.99	99
setup	0	2020-06-01 23:00:00	0	0.11	0.0857213	3.38662	6.36442e-05	0.0242787	0.75729	0.0857213	0	0	0	0	0	0	0	0	149.932	149.932	0	-99.99	24.3151	27.9902	28.1044	28.5729	34.0146	35.3587	-99.99	99
setup	0	2020-06-02 23:00:00	0	0.35	0.320693	3.29122	0.000114079	0.0293072	0.722317	0.107822	0	0	0.212871	0	0	0	0	0	149.422	149.422	0	-99.99	24.2179	27.7142	27.876	28.3843	33.9418	35.3592	-99.99	99
setup	0	2020-06-03 23:00:00	0	0.36	0.324783	3.27203	0.000187466	0.0352167	0.711946	0.10111	0	0	0.223673	0	0	0	0	0	148.934	148.934	0	-99.99	24.1497	27.4443	27.6519	28.1987	33.8696	35.3597	-99.99	99
setup	0	2020-06-04 23:00:00	0	0.21	0.167861	3.30649	0.000306462	0.0421392	0.710082	0.0956182	0	0	0.0722426	0	0	0	0	0	148.296	148.296	0	-99.99	23.8281	27.1733	27.4257	28.0106	33.7958	35.3598	-99.99	99
setup	0	2020-06-05 23:00:00	0	0.02	0	3.23541	0.000542963	0.02	0.709462	0	0	0	0	0	0	0	0	0	147.586	147.586	0	-99.99	23.3856	26.901	27.1975	27.8202	33.7203	35.3597	-99.99	99
setup	0	2020-06-06 23:00:00	0	0.07	0.0104773	3.44476	0.000933974	0.0595227	0.732806	0.0104773	0	0	0	0	0	0	0	0	146.852	146.852	0	-99.99	22.9327	26.6195	26.9607	27.6219	33.6412	35.3595	-99.99	99
setup	0	2020-06-07 23:00:00	0	1.83	1.75973	3.35109	0.00184022	0.0702712	0.720735	0.0692821	0	0	1.69045	0	0	0	0	0	147.82	147.82	0	-99.99	24.4188	26.9394	26.8018	27.4582	33.5775	35.3626	-99.99	99
setup	0	2020-06-08 23:00:00	0	2.73	2.64746	3.16072	0.00269126	0.0825374	0.715586	0.0490497	0	0	2.59841	0	0	0	0	0	149.7	149.7	0	-99.99	26.1689	27.9859	27.3306	27.3238	33.5265	35.3678	-99.99	99
setup	0	2020-06-09 23:00:00	0	0.3	0.203473	3.1209	0.00362135	0.0965272	0.694353	0.0333589	0	0	0.170114	0	0	0	0	0	149.172	149.172	0	-99.99	25.3966	27.9948	27.5907	27.4163	33.4595	35.3674	-99.99	99
setup	0	2020-06-10 23:00:00	0	0.46	0.34756	3.1467	0.00615133	0.11244	0.69348	0.0184162	0	0	0.329144	0	0	0	0	0	148.802	148.802	0	-99.99	25.0765	27.8736	27.6173	27.5079	33.3929	35.3667	-99.99	99
setup	0	2020-06-11 23:00:00	0	1.47	1.3396	3.22264	0.00964492	0.130403	0.722737	0.00347623	0	0	1.33612	0	0	0	0	0	149.405	149.405	0	-99.99	25.7321	28.1736	27.7487	27.5873	33.3328	35.3677	-99.99	99
setup	0	2020-06-12 23:00:00	0	3.2	3.04946	3.207	0.0160927	0.150544	0.754552	0	0	0	3.04946	0	0	0	0	0	151.684	151.684	0	-99.99	27.4944	29.4429	28.4667	28.0424	33.289	35.3717	-99.99	99
setup	0	2020-06-13 23:00:00	0	2.27	2.09702	3.17755	0.0237404	0.17298	0.756859	0	0	0	2.09702	0	0	0	0	0	153.001	153.001	0	-99.99	27.8359	30.3521	29.4639	28.9526	33.2418	35.3728	-99.99	99
setup	0	2020-06-14 23:00:00	0	2.28	2.08211	3.09115	0.0345964	0.197889	0.7405	0	0	0	2.08211	0	0	0	0	0	154.308	154.308	0	-99.99	27.9496	31.119	30.4695	29.798	33.199	35.3725	-99.99	99
